rank,place,barrio,kind,area_m2,area_figure,asking_usd,asking_native,currency,estimate_usd,estimate_low_usd,estimate_high_usd,confidence,comps,segment,rank_score,listings,days_listed,source,url,department_market,city_market
229,Asunción,Manorá,departamento,60.4,total,129561,129561,USD,154171.6,92703.38,216256.51,56,8,departamento|asuncion,1378194,1,14,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025033-529,Asunción,
230,Asunción,Santisima Trinidad,departamento,45,built,81000,81000,USD,105511.61,63444.13,148001.14,56,8,departamento|asuncion,1372650,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-de-1-dormitorio-en-venta-zona-santisima-trinidad-asuncion-natania-86--4476584,Asunción,
231,Asunción,Villa Morra,departamento,89,built,150600,150600,USD,175097.19,105285.94,245608.83,56,8,departamento|asuncion,1371843,1,,infocasas,https://www.infocasas.com.py/habitalis-jardin-villa-morra-departamento-de-2-dormitorios/193891034,Asunción,
232,Asunción,,departamento,70,built,77620.56,460000000,PYG,102016.57,61342.56,143098.64,56,8,departamento|asuncion,1366177,3,,uprop,https://uprop.com.py/detail/departamento-en-asuncion-sajonia-cbc53222-c4d5-4f1a-8ca4-fc25f8f4fe1d,Asunción,
233,Asunción,,departamento,82,built,139000,139000,USD,163218.92,98143.54,228947.18,56,8,departamento|asuncion,1356260,1,,uprop,https://uprop.com.py/detail/departamento-en-venta-6-ambientes-980af402-06ae-477c-a69f-72a028af1808,Asunción,
234,"Lambaré, Central",,casa,240,built,67496.14,400000000,PYG,99753.95,59323.67,149660.85,42,8,casa|central,1354828,3,,uprop,https://uprop.com.py/detail/casa-en-lambare-85d7aedb-82b7-4e6e-a2a0-57b74c9639d7,Central,Lambaré
235,Asunción,Villa Morra,departamento,65.91,total,98744,98744,USD,122724.57,73794.28,172145.75,56,8,departamento|asuncion,1342912,1,181,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025033-500,Asunción,
236,Asunción,Recoleta,departamento,48,built,69000,69000,USD,92970.04,55902.89,130409.08,56,8,departamento|asuncion,1342322,2,,infocasas,https://www.infocasas.com.py/vendo-depto-1-dormitorio-en-chelsea-plaza/193718325,Asunción,
237,Asunción,Mariscal Estigarribia,departamento,129,total,180000,180000,USD,203861.13,122581.7,285956.01,56,8,departamento|asuncion,1336223,1,105,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143037137-25,Asunción,
238,"Luque, Central",,casa,70,built,26998.46,160000000,PYG,58708.55,34913.97,88080.43,42,7,casa|central,1331824,1,,uprop,https://uprop.com.py/detail/casa-en-luque-canada-san-rafael-1b7a215a-4614-45de-be5d-02b4622be423,Central,Luque
239,Asunción,Las Lomas (Carmelitas),departamento,59.6,built,105000,105000,USD,128773.11,77431.27,180630.05,56,8,departamento|asuncion,1331294,1,156,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143100020-56,Asunción,
240,Asunción,San Vicente,departamento,115,built,80000,80000,USD,103701.98,62356,145462.77,56,6,departamento|asuncion,1327311,1,,infocasas,https://www.infocasas.com.py/departamento-venta-parques-del-sol-alpha-college/191839409,Asunción,
241,Asunción,Manorá,departamento,67.2,total,160000,160000,USD,183700.66,110459.2,257676.91,56,8,departamento|asuncion,1327237,1,1233,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143038001-141,Asunción,
242,Asunción,Ycuá Satí,departamento,67.45,total,90000,90000,USD,113699.26,68367.37,159485.95,56,8,departamento|asuncion,1327159,1,394,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143061015-128,Asunción,
243,Asunción,,departamento,42,built,63900,63900,USD,87470.72,52596.14,122695.18,56,8,departamento|asuncion,1319960,1,,infocasas,https://www.infocasas.com.py/vendo-departamento-en-pozo-dhome-campos-cervera-/194253111,Asunción,
244,Asunción,Las Lomas,departamento,63,built,103000,103000,USD,126495.05,76061.47,177434.61,56,8,departamento|asuncion,1315723,1,,infocasas,https://www.infocasas.com.py/departamento-en-venta-a-pasos-del-shopping-del-sol/194164734,Asunción,
245,Asunción,Las Lomas (Carmelitas),departamento,45.2,built,87000,87000,USD,110241.49,66288.21,154635.74,56,8,departamento|asuncion,1301524,5,157,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143100020-55,Asunción,
246,Asunción,Las Lomas (Carmelitas),departamento,53,built,94350,94350,USD,117566.96,70693.01,164911.17,56,8,departamento|asuncion,1300150,1,916,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143010038-290,Asunción,
247,Asunción,Barrio Jara,departamento,64,built,75000,75000,USD,98104.75,58990.39,137611.54,56,8,departamento|asuncion,1293866,1,,infocasas,https://www.infocasas.com.py/departamento-exclusivo-en-venta-en-edificio-look-barrio-jara/192935088,Asunción,
248,Asunción,Herrera,departamento,72,built,105000,105000,USD,128096.2,77024.24,179680.54,56,8,departamento|asuncion,1293387,1,,infocasas,https://www.infocasas.com.py/vendo-bello-departamento-en-barrio-herrera/193522821,Asunción,
249,"Ciudad del Este, Alto Paraná",,departamento,44,total,59400,59400,USD,81296.87,68403.19,123075.33,59,8,departamento|alto parana,1291915,1,93,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/ciudad-del-este/143050067-134,Alto Paraná,Ciudad del Este
250,Asunción,Virgen del Huerto,departamento,48.8,total,85091,85091,USD,108150.68,65031.01,151702.96,56,8,departamento|asuncion,1291342,1,98,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098011-331,Asunción,
251,"Fernando de la Mora, Central",,casa,360,built,174646.26,1035000000,PYG,205387.35,122143.86,308142.65,42,5,casa|central,1291126,1,482,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143075089-45,Central,Fernando de la Mora
252,Asunción,Loma Pytá,departamento,58.5,total,63000,63000,USD,86019.4,51723.46,120659.41,56,8,departamento|asuncion,1289086,1,527,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143100020-34,Asunción,
253,Asunción,Las Lomas,departamento,80,built,164000,164000,USD,187002.02,112444.32,262307.74,56,8,departamento|asuncion,1288113,1,,infocasas,https://www.infocasas.com.py/departamento-de-2-habitaciones-en-venta-a-metros-del-shopping-del-sol/193964482,Asunción,
254,"Luque, Central",,casa,100,built,75933.16,450000000,PYG,106593.83,63391.35,159922.72,42,8,casa|central,1287748,1,115,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143097042-4,Central,Luque
255,"San Bernardino, Cordillera",,terreno,2800,land,59059.12,350000000,PYG,85236.45,56196.39,111046.05,49,8,terreno|cordillera,1282689,1,412,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143106004-5,Cordillera,San Bernardino
256,Asunción,Los Laureles,departamento,40,built,65566,388561485,PYG,88389.89,53148.84,123984.5,56,8,departamento|asuncion,1278138,1,,infocasas,https://www.infocasas.com.py/-veralta-los-laureles/193977353,Asunción,
257,Asunción,Las Lomas (Carmelitas),departamento,52,total,103000,103000,USD,125743.09,75609.32,176379.83,56,8,departamento|asuncion,1273613,2,828,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143075004-121,Asunción,
258,Asunción,Mburucuyá,departamento,42.19,built,60000,60000,USD,82711.79,49734.6,116019.83,56,8,departamento|asuncion,1271860,1,99,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143063076-118,Asunción,
259,Asunción,Las Lomas,departamento,64,built,159000,159000,USD,181601.11,109196.75,254731.87,56,8,departamento|asuncion,1265662,1,,infocasas,https://www.infocasas.com.py/en-venta-departamento-amoblado-con-renta-a-pasos-del-shopping-del-sol/194069112,Asunción,
260,Asunción,Manorá,departamento,51,built,128397,128397,USD,150986.39,90788.12,211788.61,56,8,departamento|asuncion,1265006,1,,infocasas,https://www.infocasas.com.py/vendo-departamento-de-1-dormitorio-en-edificio-acro-home-43/193562101,Asunción,
261,"Capiatá, Central",,casa,106,built,37122.88,220000000,PYG,67221.36,39976.54,100852.21,42,2,casa|central,1264136,1,59,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/capiata/143036128-13,Central,Capiatá
262,Asunción,Recoleta,departamento,45,total,58500,58500,USD,81046.87,48733.48,113684.45,56,8,departamento|asuncion,1262625,1,761,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143075004-126,Asunción,
263,"San Lorenzo, Central",,casa,230.95,built,64121.33,380000000,PYG,94005.97,55905.35,141037.16,42,4,casa|central,1255155,1,34,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143009168-12,Central,San Lorenzo
264,Asunción,,departamento,95,built,125000,125000,USD,147376.94,88617.75,206725.63,56,8,departamento|asuncion,1253109,1,,uprop,https://uprop.com.py/detail/departamento-en-austen-plaza-con-2-cocheras-4cb7bcef-117e-4a50-8022-28a4af3e5610,Asunción,
265,Asunción,,departamento,54,built,91323,91323,USD,113684.14,68358.27,159464.75,56,8,departamento|asuncion,1252224,1,,infocasas,https://www.infocasas.com.py/departamento-en-venta-%E2%80%93-asuncion-zona-shopping-del-sol/193639963,Asunción,
266,Asunción,Mariscal Estigarribia,departamento,61.45,built,110479,110479,USD,132779.44,79840.28,186249.72,56,8,departamento|asuncion,1248825,1,951,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143005074-13,Asunción,
267,"Julián Augusto Saldívar, Central",,casa,150,built,33748.07,200000000,PYG,63403.54,37706.08,95124.33,42,1,casa|central,1245530,1,50,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/julian-augusto-saldivar/143101011-1,Central,Julián Augusto Saldívar
268,Asunción,La Recoleta,departamento,46,built,52000,52000,USD,74133.3,44576.35,103986.78,56,8,departamento|asuncion,1239465,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-1-dormitorio-en-venta-en-zona-cit--4691467,Asunción,
269,"Lambaré, Central",,departamento,52.8,total,53996.91,320000000,PYG,83324.97,50519.93,126903.92,42,1,departamento|central,1231778,1,178,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/lambare/143072016-199,Central,Lambaré
270,"Lambaré, Central",,casa,86,built,61590.23,365000000,PYG,90820.75,54011.1,136258.37,42,8,casa|central,1227682,2,,uprop,https://uprop.com.py/detail/duplex-en-barrio-cerrado-el-paraiso-lambare-id-110735-eed1c950-28cb-461c-8126-1eb2019de9a7,Central,Lambaré
271,Asunción,Santisima Trinidad,departamento,53,built,93538,93538,USD,115439.71,69413.9,161927.28,56,8,departamento|asuncion,1226496,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-en-venta-1-dormitorio-en-las-lomas-asuncion-edificio-r-las-lomas--4505933,Asunción,
272,Asunción,La Recoleta,departamento,53,built,76966,76966,USD,98829.25,59426.03,138627.79,56,8,departamento|asuncion,1224342,1,,cb,https://coldwellbanker.com.py/propiedad/vista-vendo-dept-1-dormitorio-1-bano-av-sta-teresa--310781,Asunción,
273,Asunción,Herrera,departamento,50,built,73000,73000,USD,94790.36,56997.45,132962.44,56,8,departamento|asuncion,1220260,1,,infocasas,https://www.infocasas.com.py/vendo-departamento-1-dormitorio-a-estrenar-/191119893,Asunción,
274,"Lambaré, Central",,casa,180,built,72558.35,430000000,PYG,101590.85,60416.08,152416.75,42,8,casa|central,1219365,1,,infocasas,https://www.infocasas.com.py/exclusiva-oportunidad-de-inversion-residencia-de-lujo-en-construccion-en-prestigiosa-zona-residencial/193353657,Central,Lambaré
275,"Luque, Central",,casa,206,built,55684.31,330000000,PYG,84668.75,50352.51,127028.53,42,5,casa|central,1217346,3,503,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143063128-212,Central,Luque
276,"Fernando de la Mora, Central",,casa,75,built,50622.1,300000000,PYG,79554.51,47311.07,119355.63,42,5,casa|central,1215161,1,156,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/114006098-9,Central,Fernando de la Mora
277,Asunción,Villa Aurelia,departamento,93,built,100000,100000,USD,121581.34,73106.86,170542.15,56,8,departamento|asuncion,1208555,1,,infocasas,https://www.infocasas.com.py/departamento-en-venta-villa-aurelia/192893661,Asunción,
278,"Ypacaraí, Central",,casa,131,built,33748.07,200000000,PYG,62502.11,37170,93771.91,42,0,casa|central,1207670,1,78,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/ypacarai/143025248-1,Central,Ypacaraí
279,"Fernando de la Mora, Central",,casa,220,built,151697.57,899000000,PYG,180448.53,107312.74,270726.92,42,8,casa|central,1207540,1,57,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/fernando-de-la-mora/143036040-219,Central,Fernando de la Mora
280,"Lambaré, Central",,casa,112,built,86057.58,510000000,PYG,114625.93,68168.04,171973.29,42,8,casa|central,1199871,1,177,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/lambare/143063098-60,Central,Lambaré
281,"Fernando de la Mora, Central",,casa,185,built,118118.24,700000000,PYG,146622.56,87196.43,219977.82,42,7,casa|central,1197181,1,,infocasas,https://www.infocasas.com.py/casa-en-venta-en-fernando-de-la-mora-zona-sur/185526012,Central,Fernando de la Mora
282,Asunción,San Roque,departamento,121.54,total,90000,90000,USD,111331.32,66943.52,156164.44,56,8,departamento|asuncion,1194554,1,202,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143050168-4,Asunción,
283,Asunción,Ycuá Satí,departamento,45,built,90183,90183,USD,111484.14,67035.41,156378.8,56,8,departamento|asuncion,1192864,1,,infocasas,https://www.infocasas.com.py/departamentos-en-venta-con-financiacion-propia-hasta-10-a%C3%B1os-/194086375,Asunción,
284,Asunción,,departamento,92,built,190000,190000,USD,211297.11,127052.95,296386.46,56,8,departamento|asuncion,1192638,1,,uprop,https://uprop.com.py/detail/departamento-en-el-edificio-flats-del-sol-a623a7d8-6e83-4fb0-a8d0-57c43778f854,Asunción,
285,Asunción,Las Lomas,departamento,44,built,88000,88000,USD,109111.32,65608.63,153050.44,56,8,departamento|asuncion,1182234,1,,infocasas,https://www.infocasas.com.py/exclusivo-departamento-de-1-dormitorio-en-el-corazon-de-molas-lopez-y-aviadores-del-chaco-%C2%A1inversion-inteligente-y-estilo-de-vida-urbano/193064389,Asunción,
286,"Lambaré, Central",,departamento,86,built,71626.63,424478364,PYG,99745.51,60475.7,151912.41,42,1,departamento|central,1180993,1,,uprop,https://uprop.com.py/detail/departamento-de-2-dormitorios-en-karai-residencias-686d3d10-2ba6-45d6-b8f2-dd3020568a53,Central,Lambaré
287,"Lambaré, Central",,casa,250,built,84370.17,500000000,PYG,112384.86,66835.28,168611,42,7,casa|central,1176617,1,113,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/lambare/143072093-24,Central,Lambaré
288,"Luque, Central",,departamento,90.98,total,88168.52,522510000,PYG,116152.37,70423.18,176900.06,42,8,departamento|central,1175322,1,458,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/luque/143036119-9,Central,Luque
289,"Lambaré, Central",,casa,144,built,67496.14,400000000,PYG,95426.15,56749.93,143167.86,42,8,casa|central,1173061,3,,uprop,https://uprop.com.py/detail/casa-en-lambare-a794cc23-c11b-43ce-897e-eded1a2bf982,Central,Lambaré
290,"Fernando de la Mora, Central",,casa,120,built,67496.14,400000000,PYG,95382.5,56723.97,143102.36,42,8,casa|central,1171227,1,,uprop,https://uprop.com.py/detail/casa-en-fernando-de-la-mora-zona-sur-a57ddcba-88be-4fce-bade-c036c5456931,Central,Fernando de la Mora
291,Asunción,Las Lomas (Carmelitas),departamento,65,total,160000,160000,USD,180901.39,108776,253750.38,56,8,departamento|asuncion,1170478,1,248,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143056031-703,Asunción,
292,Asunción,,departamento,46,built,93000,93000,USD,113900.77,68488.53,159768.61,56,8,departamento|asuncion,1170443,1,,uprop,https://uprop.com.py/detail/departamento-de-1-dormitorio-en-barrio-jara-af58b8b0-f015-4532-9b60-03e493ef02c7,Asunción,
293,Asunción,,departamento,52,built,115000,115000,USD,135844.92,81683.55,190549.67,56,8,departamento|asuncion,1167315,1,,uprop,https://uprop.com.py/detail/departamento-de-1-dormitorio-con-cochera-incluida-barrio-carmelitas-206b9e67-0c81-450a-ab9b-349d14a732c7,Asunción,
294,Asunción,,departamento,47.6,built,65048,65048,USD,85836.33,51613.39,120402.62,56,8,departamento|asuncion,1164147,1,,uprop,https://uprop.com.py/detail/departamentos-en-pozo-de-1-dormitorio-en-living-trinidad-ba4cd256-66c3-4a59-92a9-65866c260cc2,Asunción,
295,"Capiatá, Central",,casa,70,built,50622.1,300000000,PYG,78312.43,46572.4,117492.14,42,8,casa|central,1162994,1,,infocasas,https://www.infocasas.com.py/chalet-venta-capiata-paraguay/193410193,Central,Capiatá
296,Asunción,Sajonia,departamento,130,built,85000,85000,USD,105766.87,63597.62,148359.19,56,8,departamento|asuncion,1162945,1,,infocasas,https://www.infocasas.com.py/vendo-departamento-en-sajonia/192496611,Asunción,
297,"Lambaré, Central",,casa,250,built,109681.22,650000000,PYG,137349.04,81681.47,206064.76,42,8,casa|central,1162048,1,,uprop,https://uprop.com.py/detail/casa-en-esquina-en-barrio-santa-luisa-d01ac9ac-2dab-4056-b545-348638257897,Central,Lambaré
298,"Areguá, Central",,casa,347,built,101244.21,600000000,PYG,128883.06,76646.75,193363.25,42,2,casa|central,1160832,1,1164,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/aregua/143063112-1,Central,Areguá
299,"Capiatá, Central",,casa,244.5,built,70870.94,420000000,PYG,98398.46,58517.57,147627.21,42,2,casa|central,1156156,1,,uprop,https://uprop.com.py/detail/casa-en-capiata-e86e350a-b70d-41c0-b63b-944fd9d77d92,Central,Capiatá
300,Asunción,,departamento,72,total,99000,99000,USD,119550.4,71885.65,167693.34,56,8,departamento|asuncion,1150822,1,,uprop,https://uprop.com.py/detail/departamento-en-venta-1-dormitorio-814aae35-0672-4fd3-a896-276f6c0627c5,Asunción,
301,Asunción,Los Laureles,departamento,49,built,57253,57253,USD,77771.4,46763.94,109089.95,56,0,departamento|asuncion,1149031,1,,infocasas,https://www.infocasas.com.py/%C2%A1oportunidad-unica-exclusivo-monoambiente-de-49-m%C2%B2-en-pozo-parte-de-un-innovador-complejo-que-abarca-una-cuadra-completa-%C2%A1invierta-en-su-futuro-hogar-con-estilo-y-amplitud/193863479,Asunción,
302,Asunción,,departamento,92,built,133445.08,790830890,PYG,153887.54,92532.58,215858.05,56,8,departamento|asuncion,1144778,2,,uprop,https://uprop.com.py/detail/departamento-en-edificio-edificio-quantum-park-f05ee336-bac8-4eeb-bfb5-e7465f240419,Asunción,
303,"Luque, Central",,departamento,60,built,68000,68000,USD,95227.92,57736.69,145032.13,42,8,departamento|central,1143573,1,,uprop,https://uprop.com.py/detail/departamento-de-2-dormitorios-zona-cit-b5d37f21-3b23-4792-9ff1-b1ea31d98f6a,Central,Luque
304,"Fernando de la Mora, Central",,departamento,51.87,built,33748.07,200000000,PYG,60895.35,36920.85,92743.61,42,8,departamento|central,1140186,2,,uprop,https://uprop.com.py/detail/departamento-en-fernando-de-la-mora-barrio-bernardino-caballero-f3b836e7-d98e-4bdf-bb8e-2fcab6d1e97c,Central,Fernando de la Mora
305,Asunción,La Recoleta,departamento,52,built,83200,83200,USD,103494.24,62231.09,145171.37,56,8,departamento|asuncion,1136477,1,,cb,https://coldwellbanker.com.py/propiedad/vendo-dept-1-dormitorios-1-banos-shooping-mariscal-edificio-villanueva--4336133,Asunción,
306,Asunción,Santisima Trinidad,departamento,70,built,139100,139100,USD,159254.25,95759.58,223385.93,56,8,departamento|asuncion,1128638,1,,cb,https://coldwellbanker.com.py/propiedad/departamento-en-venta-2-dormitorios-en-barrio-ycua-sati-asuncion-edificio-livit--4390091,Asunción,
307,Asunción,La Recoleta,departamento,61,built,80841,80841,USD,100884.79,60662.03,141511.1,56,8,departamento|asuncion,1122452,1,,cb,https://coldwellbanker.com.py/propiedad/magna-vendo-dept-1-dormitorio-shooping-mariscal--300456,Asunción,
308,"Piribebuy, Cordillera",,terreno,1134,land,20248.84,120000000,PYG,43145.82,28446.04,56210.37,49,0,terreno|cordillera,1121952,1,576,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/piribebuy/143091036-42,Cordillera,
309,Asunción,Recoleta,departamento,70,total,118000,118000,USD,137950.54,82949.66,193503.23,56,8,departamento|asuncion,1117230,1,261,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143056054-74,Asunción,
310,"San Lorenzo, Central",,casa,220,built,65808.73,390000000,PYG,92367.42,54930.9,138578.84,42,4,casa|central,1115465,2,,uprop,https://uprop.com.py/detail/casa-en-san-lorenzo-barrio-lucerito-d4707524-43e2-4bdb-8b9f-f015f426b3c5,Central,San Lorenzo
311,"San Lorenzo, Central",,casa,280,built,185614.38,1100000000,PYG,211864.44,125995.78,317860.22,42,8,casa|central,1102503,1,8,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143097025-19,Central,San Lorenzo
312,"San Lorenzo, Central",,terreno,1700,land,65808.73,390000000,PYG,123192.62,54894.63,215266.79,19,8,terreno|central,1090294,1,,uprop,https://uprop.com.py/detail/terreno-en-san-lorenzo-para-uso-comercial-0bde5a3b-2b63-4ed4-abd1-103a8f2ff51c,Central,San Lorenzo
313,"San Bernardino, Cordillera",,terreno,1147,total,28693,28693,USD,50937.77,33583.27,66361.72,49,1,terreno|cordillera,1089994,2,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-95,Cordillera,San Bernardino
314,Asunción,Las Lomas (Carmelitas),departamento,50,built,89000,89000,USD,108459.79,65216.87,152136.55,56,8,departamento|asuncion,1089748,1,366,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098130-242,Asunción,
315,"San Bernardino, Cordillera",,terreno,1162,total,29067,29067,USD,51241.6,33783.59,66757.56,49,1,terreno|cordillera,1086556,4,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-109,Cordillera,San Bernardino
316,"San Bernardino, Cordillera",,terreno,1165,total,29132,29132,USD,51302.01,33823.42,66836.26,49,1,terreno|cordillera,1086331,1,458,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/143054111-110,Cordillera,San Bernardino
317,"Villa Elisa, Central",,casa,248,built,109681.22,650000000,PYG,135532.48,80601.17,203339.38,42,8,casa|central,1085753,1,135,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/villa-elisa/143061068-50,Central,Villa Elisa
318,Asunción,Las Lomas (Carmelitas),departamento,64,total,122250,122250,USD,141633.21,85164.05,198668.91,56,8,departamento|asuncion,1085460,1,251,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025184-56,Asunción,
319,"Luque, Central",,casa,350,built,92807.19,550000000,PYG,118645.25,70558.33,178003.46,42,6,casa|central,1085198,1,,infocasas,https://www.infocasas.com.py/vendo-casa-en-luque-en-oferta-barrio-lomas-de-san-isidro/193092930,Central,Luque
320,"Itá, Central",,casa,80,built,18000,18000,USD,43818.99,26059.15,65741.63,42,0,casa|central,1084398,1,440,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/ita/143080040-117,Central,Itá
321,Asunción,Mburucuyá,departamento,80,total,135500,135500,USD,154808.62,93086.42,217150.05,56,8,departamento|asuncion,1081283,1,742,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143098115-90,Asunción,
322,Asunción,Villa Morra,departamento,60.71,total,98633,98633,USD,117874.83,70878.14,165343.03,56,8,departamento|asuncion,1077543,1,181,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025033-499,Asunción,
323,Asunción,Villa Morra,departamento,60.71,total,98663,98663,USD,117897.49,70891.76,165374.82,56,8,departamento|asuncion,1077132,2,178,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143025267-1,Asunción,
324,"Itauguá, Central",,casa,60,built,45559.89,270000000,PYG,71190.28,42336.86,106806.77,42,8,casa|central,1076476,1,,infocasas,https://www.infocasas.com.py/casa-en-venta-en-itaugua-/194274692,Central,Itauguá
325,Asunción,,departamento,51.7,built,92385.05,547498309,PYG,111601.05,67105.71,156542.8,56,8,departamento|asuncion,1076096,2,,uprop,https://uprop.com.py/detail/departamento-de-1-dormitorio-edificio-afianza-villa-morra-e6c6a896-56c2-4f2f-9ea3-e7c8ec275cd9,Asunción,
326,Asunción,,departamento,89,built,85000,85000,USD,104172.99,62639.22,146123.46,56,8,departamento|asuncion,1073688,1,,uprop,https://uprop.com.py/detail/departamento-en-barrio-san-roque-asuncion-id-46181-b222ace7-b4aa-4f58-af24-c8ee42b08cf3,Asunción,
327,"Luque, Central",,casa,120,built,55684.31,330000000,PYG,81214.63,48298.34,121846.31,42,8,casa|central,1072273,2,646,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/luque/143061075-12,Central,Luque
328,Asunción,Las Lomas (Carmelitas),departamento,48,total,96000,96000,USD,115119.6,69221.41,161478.26,56,8,departamento|asuncion,1070697,1,303,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143056031-678,Asunción,
329,"Villeta, Central",,casa,229,built,65808.73,390000000,PYG,91283.61,54286.36,136952.8,42,0,casa|central,1069945,1,,infocasas,https://www.infocasas.com.py/venta-de-casa-en-villeta-/194304389,Central,Villeta
330,Asunción,Ycuá Satí,departamento,49,built,76700,76700,USD,95799.13,57604.02,134377.44,56,8,departamento|asuncion,1069551,1,,infocasas,https://www.infocasas.com.py/marina-11-departamentos-de-1-dormitorio-en-pozo-zona-paseo-la-galeria/192574008,Asunción,
331,"Lambaré, Central",,departamento,48.52,total,53996.91,320000000,PYG,79401.27,48140.99,120928.13,42,1,departamento|central,1066983,1,178,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/lambare/143072016-202,Central,Lambaré
332,Asunción,Las Mercedes,departamento,130.64,built,75680,75680,USD,94729.27,56960.71,132876.75,56,8,departamento|asuncion,1066759,1,1059,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143080002-323,Asunción,
333,"Luque, Central",,casa,70,built,37122.88,220000000,PYG,62495.45,37166.04,93761.92,42,7,casa|central,1065648,3,,uprop,https://uprop.com.py/detail/casa-en-luque-canada-san-rafael-2343026a-a7b5-4e09-ac54-3fb8143b9a73,Central,Luque
334,Asunción,,departamento,92,built,166980,166980,USD,185991.21,111836.52,260889.87,56,8,departamento|asuncion,1064628,1,,uprop,https://uprop.com.py/detail/departamento-de-2-dormitorios-vidalta-barrio-bella-vista-ed3b82c8-ac44-4826-a759-0100114424b3,Asunción,
335,Asunción,Villa Morra,departamento,75,built,110000,110000,USD,128979.72,77555.51,180919.85,56,8,departamento|asuncion,1062864,1,,infocasas,https://www.infocasas.com.py/en-venta-depto-de-dos-dormitorios-villamorra/194197715,Asunción,
336,"Nueva Colombia, Cordillera",,terreno,1248,land,25311.05,150000000,PYG,46982.82,30975.77,61209.22,49,1,terreno|cordillera,1061917,1,17,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/nueva-colombia/143037148-11,Cordillera,
337,Asunción,Mburucuyá,departamento,53,total,97000,97000,USD,115920.29,69702.87,162601.39,56,8,departamento|asuncion,1059536,1,566,remax,https://www.remax.com.py/es-py/propiedades/departamento/venta/asuncion/143084037-44,Asunción,
338,Asunción,Las Mercedes,departamento,118,built,129930.07,770000000,PYG,148793.4,89469.47,208712.5,56,8,departamento|asuncion,1056346,1,,infocasas,https://www.infocasas.com.py/118m2-2-dorm-y-aserv-frente-mismo-al-colegio-san-jose/193673723,Asunción,
