rank,place,barrio,kind,area_m2,area_figure,asking_usd,asking_native,currency,estimate_usd,estimate_low_usd,estimate_high_usd,confidence,comps,segment,rank_score,listings,days_listed,source,url,department_market,city_market
880,"San Bernardino, Cordillera",,terreno,630,total,36279.17,215000000,PYG,41452.7,27329.77,54004.58,49,8,terreno|cordillera,253503,1,52,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/114006036-21,Cordillera,San Bernardino
881,"Ypacaraí, Central",,terreno,360,total,19405.14,115000000,PYG,32636.13,14542.66,57028.37,19,2,terreno|central,251389,2,90,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypacarai/143100042-50,Central,Ypacaraí
882,"San Lorenzo, Central",,departamento,41,built,51497,51497,USD,57465.33,34841.23,87519.7,42,5,departamento|central,250670,1,,uprop,https://uprop.com.py/detail/departamento-edificio-bahamas-barrio-san-miguel-san-lorenzo-id-47267-2fc0d561-10fc-472b-96a3-a539921da610,Central,San Lorenzo
883,"San Lorenzo, Central",,terreno,390,total,49778.4,295000000,PYG,62968.88,28058.94,110031.83,19,8,terreno|central,250619,1,253,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143092070-57,Central,San Lorenzo
884,"San Antonio, Central",,terreno,600,land,35435.47,210000000,PYG,48554.67,21635.96,84844.42,19,6,terreno|central,249265,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-la-ciudad-de-san-antonio-/191618842,Central,San Antonio
885,"Areguá, Central",,terreno,360,land,18561.44,110000000,PYG,31628.69,14093.75,55267.98,19,1,terreno|central,248278,1,,infocasas,https://www.infocasas.com.py/en-venta-terreno-sobre-asfaltado-en-aregua-limite-con-capiata/193245359,Central,Areguá
886,"Areguá, Central",,terreno,431.77,land,16874.03,100000000,PYG,29936.33,13339.63,52310.74,19,1,terreno|central,248184,1,29,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143101010-2,Central,Areguá
887,"Areguá, Central",,terreno,360,land,14342.93,85000000,PYG,27332.69,12179.45,47761.15,19,5,terreno|central,246805,3,484,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143061046-82,Central,Areguá
888,"Ypacaraí, Central",,terreno,456,land,21936.24,130000000,PYG,34900.66,15551.74,60985.42,19,7,terreno|central,246324,1,,infocasas,https://www.infocasas.com.py/se-vende-hermoso-terreno-456-m2-en-el-coritjo-san-bernardino-a-400-m-de-la-ruta/191568155,Central,Ypacaraí
889,"Julián Augusto Saldívar, Central",,terreno,720,land,30373.26,180000000,PYG,43332.76,19309.08,75719.66,19,1,terreno|central,246230,2,,infocasas,https://www.infocasas.com.py/2-terreno-en-excelente-ubicacion-ja-saldivar/192239405,Central,Julián Augusto Saldívar
890,"Ypacaraí, Central",,terreno,493.81,land,19405.14,115000000,PYG,32336.03,14408.94,56503.98,19,3,terreno|central,245687,1,245,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypacarai/143106008-2,Central,Ypacaraí
891,"Luque, Central",,terreno,370,land,32904.37,195000000,PYG,45787.28,20402.81,80008.69,19,8,terreno|central,244775,1,,uprop,https://uprop.com.py/detail/terrenos-en-luque-isla-bogado-a33542ea-5898-41b9-8a4b-f86aaa3b83ce,Central,Luque
892,"Mariano Roque Alonso, Central",,terreno,410.69,land,30373.26,180000000,PYG,43249.49,19271.97,75574.15,19,6,terreno|central,244648,1,755,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143072073-25,Central,Mariano Roque Alonso
893,"Altos, Cordillera",,terreno,600,total,39604,39604,USD,44585.62,29395.3,58086.15,49,5,terreno|cordillera,244099,1,85,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143028074-30,Cordillera,Altos
894,"Fernando de la Mora, Central",,terreno,420,land,66652.44,395000000,PYG,79420.65,35389.84,138779.64,19,8,terreno|central,242596,2,,uprop,https://uprop.com.py/detail/terreno-en-fernando-de-la-mora-zona-sur-bcd3c29e-72b1-43be-a5e3-f615534f21a1,Central,Fernando de la Mora
895,"Ypacaraí, Central",,terreno,373.24,total,15017.89,89000000,PYG,27739.3,12360.63,48471.65,19,3,terreno|central,241707,1,700,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypacarai/143054077-36,Central,Ypacaraí
896,"Luque, Central",,casa,64,built,47247.3,280000000,PYG,52985.42,31510.43,79494.03,42,0,casa|central,241001,1,,infocasas,https://www.infocasas.com.py/vendo-casa-zona-luque/190290289,Central,Luque
897,"San Lorenzo, Central",,terreno,414,land,56528.02,335000000,PYG,69211.32,30840.56,120939.85,19,8,terreno|central,240983,1,,infocasas,https://www.infocasas.com.py/%C2%A1oportunidad-unica-terreno-estrategico-a-pasos-de-mcal-estigarribia-ideal-para-inversion-o-construccion-de-tu-sue%C3%B1o/194044726,Central,San Lorenzo
898,Asunción,,terreno,600,land,113899.73,675000000,PYG,233797.94,136444.48,501823.9,2,8,terreno|asuncion,239796,2,,uprop,https://uprop.com.py/detail/terreno-en-asuncion-ita-enramada-0aa772bc-d11a-434b-9ccb-5f3d057f22d6,Asunción,
899,"Ñemby, Central",,casa,100,built,50622.1,300000000,PYG,56326.27,33497.23,84506.3,42,3,casa|central,239575,1,,infocasas,https://www.infocasas.com.py/en-venta-hermosa-casa-a-estrenar-en-%C3%B1emby/191213399,Central,Ñemby
900,"Areguá, Central",,terreno,722,land,28685.86,170000000,PYG,41249.66,18380.85,72079.65,19,1,terreno|central,238712,1,1673,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143080002-24,Central,Areguá
901,"Itauguá, Central",,terreno,360,land,18561.44,110000000,PYG,31096.54,13856.62,54338.1,19,1,terreno|central,238167,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-itaugua-b%C2%B0-san-juan/192467100,Central,Itauguá
902,"Villeta, Central",,terreno,634,land,33748.07,200000000,PYG,46177.74,20576.8,80690.98,19,0,terreno|central,236164,2,14,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/villeta/143108019-19,Central,Villeta
903,"San Bernardino, Cordillera",,terreno,479.27,land,25311.05,150000000,PYG,30118.71,19857.26,39238.65,49,8,terreno|cordillera,235575,1,,uprop,https://uprop.com.py/detail/terreno-en-san-bernardino-a202ae83-3240-419c-921f-c920b6042b6e,Cordillera,San Bernardino
904,"Capiatá, Central",,terreno,414,land,15186.63,90000000,PYG,27580.26,12289.76,48193.75,19,7,terreno|central,235479,1,,infocasas,https://www.infocasas.com.py/en-venta-terreno-capiata-i-la-esperanza/194238592,Central,Capiatá
905,"Luque, Central",,terreno,360,land,19405.14,115000000,PYG,31759.42,14152,55496.4,19,3,terreno|central,234731,1,64,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143109010-3,Central,Luque
906,"Limpio, Central",,terreno,427.27,total,17886.48,106000000,PYG,30237.64,13473.89,52837.26,19,1,terreno|central,234672,1,141,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143100021-24,Central,Limpio
907,"Luque, Central",,terreno,340,land,26154.75,155000000,PYG,38497.4,17154.44,67270.35,19,0,terreno|central,234510,1,1539,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143081022-1,Central,Luque
908,"Guarambaré, Central",,terreno,360,total,16874.03,100000000,PYG,29151.9,12990.09,50940.02,19,2,terreno|central,233279,4,148,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/guarambare/143025198-46,Central,
909,"Itauguá, Central",,casa,60,built,30373.26,180000000,PYG,35846.68,21318.02,53780.77,42,1,casa|central,229884,1,,infocasas,https://www.infocasas.com.py/vendo-casa-itauguavalle-kare/193422090,Central,Itauguá
910,"Luque, Central",,terreno,376.74,land,26998.46,160000000,PYG,39084.01,17415.83,68295.39,19,7,terreno|central,229625,1,,uprop,https://uprop.com.py/detail/terreno-en-luque-ykua-karanda-y-376-74-m2-d3124dc7-6bc6-4512-baa1-4f9c641e193c,Central,Luque
911,"Areguá, Central",,terreno,360,land,16874.03,100000000,PYG,28951.76,12900.9,50590.31,19,0,terreno|central,229477,1,1101,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143080045-27,Central,Areguá
912,"Luque, Central",,terreno,360,land,19742.62,117000000,PYG,31805.71,14172.62,55577.3,19,4,terreno|central,229199,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-mora-kue-luque/192503990,Central,Luque
913,"Altos, Cordillera",,terreno,361.69,land,21701,21701,USD,26374.31,17388.58,34360.45,49,2,terreno|cordillera,228992,1,78,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143106008-4,Cordillera,Altos
914,"Villeta, Central",,terreno,409,total,25311.05,150000000,PYG,37249.76,16598.49,65090.23,19,0,terreno|central,226835,1,205,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/villeta/143072141-10,Central,Villeta
915,"San Bernardino, Cordillera",,terreno,360,land,20248.84,120000000,PYG,24872.62,16398.52,32404.05,49,3,terreno|cordillera,226565,1,59,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-bernardino/114006036-20,Cordillera,San Bernardino
916,"San Lorenzo, Central",,casa,150,built,48091,285000000,PYG,53481.85,31805.66,80238.82,42,8,casa|central,226416,1,212,remax,https://www.remax.com.py/es-py/propiedades/casa/venta/san-lorenzo/143096038-18,Central,San Lorenzo
917,"Julián Augusto Saldívar, Central",,terreno,360,land,18561.44,110000000,PYG,30420.83,13555.52,53157.37,19,1,terreno|central,225329,1,23,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/julian-augusto-saldivar/143112010-4,Central,Julián Augusto Saldívar
918,Asunción,,terreno,500,land,99556.8,590000000,PYG,212187.27,123832.49,455438.75,2,8,terreno|asuncion,225261,1,,uprop,https://uprop.com.py/detail/terreno-en-asuncion-barrio-santa-rosa-864b65f5-f6cf-4fb5-8c32-970f33c53455,Asunción,
919,"Limpio, Central",,terreno,384,total,16874.03,100000000,PYG,28672.12,12776.3,50101.67,19,2,terreno|central,224164,1,149,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143080238-6,Central,Limpio
920,"Luque, Central",,terreno,365,land,18561.44,110000000,PYG,30291.87,13498.06,52932.01,19,4,terreno|central,222878,1,288,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143098131-138,Central,Luque
921,"Caacupé, Cordillera",,terreno,983,land,37122.88,220000000,PYG,41644.35,27456.12,54254.26,49,0,terreno|cordillera,221552,1,80,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143109014-2,Cordillera,Caacupé
922,"Limpio, Central",,terreno,390,land,14342.93,85000000,PYG,25992.53,11582.27,45419.34,19,6,terreno|central,221342,1,723,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143010150-28,Central,Limpio
923,"Limpio, Central",,terreno,360,land,16452.18,97500000,PYG,28091.94,12517.77,49087.85,19,1,terreno|central,221155,1,1080,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143082002-93,Central,Limpio
924,"Areguá, Central",,terreno,778,land,33748.07,200000000,PYG,45341.1,20204,79229.04,19,0,terreno|central,220268,1,48,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143025197-12,Central,Areguá
925,"Luque, Central",,terreno,360,land,25311.05,150000000,PYG,36784.38,16391.12,64277.02,19,7,terreno|central,217993,2,,uprop,https://uprop.com.py/detail/terreno-en-luque-canada-garay-480267b0-48e2-40e8-88da-9197b8cd5266,Central,Luque
926,"Altos, Cordillera",,terreno,360,total,21936.24,130000000,PYG,26311.14,17346.93,34278.15,49,2,terreno|cordillera,214370,1,125,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143108008-12,Cordillera,Altos
927,"Luque, Central",,terreno,360,land,45559.89,270000000,PYG,56841.96,25328.78,99325.64,19,8,terreno|central,214359,1,208,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143026176-70,Central,Luque
928,"San Lorenzo, Central",,terreno,375,total,50622.1,300000000,PYG,61824.09,27548.81,108031.41,19,8,terreno|central,212838,1,180,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/san-lorenzo/143025124-184,Central,San Lorenzo
929,"Luque, Central",,terreno,426.96,land,21092.54,125000000,PYG,32289.41,14388.16,56422.52,19,8,terreno|central,212740,1,,uprop,https://uprop.com.py/detail/terreno-en-luque-isla-bogado-c2ad4d63-46de-4dab-be31-983343f07471,Central,Luque
930,"Limpio, Central",,terreno,360,total,15186.63,90000000,PYG,26373.29,11751.94,46084.69,19,6,terreno|central,212547,2,370,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143025216-3,Central,Limpio
931,"Luque, Central",,terreno,612,land,32904.37,195000000,PYG,44073.65,19639.22,77014.3,19,5,terreno|central,212216,1,122,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143063192-145,Central,Luque
932,"Mariano Roque Alonso, Central",,terreno,430,land,35435.47,210000000,PYG,46523.84,20731.02,81295.75,19,6,terreno|central,210679,1,933,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143005058-31,Central,Mariano Roque Alonso
933,"Itauguá, Central",,terreno,360,total,20248.84,120000000,PYG,31316.29,13954.54,54722.08,19,0,terreno|central,210281,2,213,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143080040-139,Central,Itauguá
934,"Ypané, Central",,terreno,403.73,total,18561.44,110000000,PYG,29611.51,13194.89,51743.15,19,4,terreno|central,209951,1,841,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143068129-65,Central,Ypané
935,"Julián Augusto Saldívar, Central",,casa,80,built,39653.98,235000000,PYG,44632.25,26542.8,66961.77,42,0,casa|central,209087,1,,infocasas,https://www.infocasas.com.py/casa-venta-j-augusto-saldivar-/192121546,Central,Julián Augusto Saldívar
936,"Limpio, Central",,casa,60,built,26998.46,160000000,PYG,31973.87,19014.86,47970.4,42,0,casa|central,208968,3,,uprop,https://uprop.com.py/detail/casa-en-limpio-salado-7ee9bb36-9f5b-4c78-88e8-cfa753d8e442,Central,Limpio
937,Asunción,,terreno,504,land,109681.22,650000000,PYG,213103.33,124367.1,457404.98,2,8,terreno|asuncion,206844,2,,uprop,https://uprop.com.py/detail/terreno-en-barrio-vista-alegre-asuncion-866f7458-da09-4f30-b3f0-e7ebeb4c9012,Asunción,
938,"Luque, Central",,terreno,399.36,land,32060.67,190000000,PYG,42943.16,19135.47,75038.88,19,8,terreno|central,206767,1,,uprop,https://uprop.com.py/detail/terreno-en-luque-ykua-karanda-y-22288347-69b4-4ee0-a9bc-99ca9070a6a7,Central,Luque
939,Asunción,Loma Pytá,terreno,500,land,100000,100000,USD,202867.08,118393.23,435433.9,2,8,terreno|asuncion,205734,2,442,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/asuncion/143075157-6,Asunción,
940,"Mariano Roque Alonso, Central",,terreno,355.39,total,25311.05,150000000,PYG,36040.82,16059.79,62977.73,19,3,terreno|central,203866,1,136,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143037112-77,Central,Mariano Roque Alonso
941,"Ypané, Central",,terreno,608,land,21936.24,130000000,PYG,32619.55,14535.27,56999.4,19,1,terreno|central,202983,1,,uprop,https://uprop.com.py/detail/terrenos-ubicados-sobre-ruta-camino-a-ypane-villeta-6c7911db-7e07-48b5-a843-42d4a2c460ef,Central,Ypané
942,"Itauguá, Central",,terreno,392,land,15439.74,91500000,PYG,26059.8,11612.25,45536.89,19,1,terreno|central,201781,1,829,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143010151-35,Central,Itauguá
943,"Capiatá, Central",,terreno,372,total,21936.24,130000000,PYG,32547.2,14503.03,56872.97,19,2,terreno|central,201608,1,337,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143025117-48,Central,Capiatá
944,"Fernando de la Mora, Central",,terreno,420,total,66652.44,395000000,PYG,77175.02,34389.19,134855.62,19,8,terreno|central,199929,1,168,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/fernando-de-la-mora/143108006-11,Central,Fernando de la Mora
945,"Altos, Cordillera",,terreno,806,land,33748.07,200000000,PYG,37822.67,24936.49,49275.38,49,2,terreno|cordillera,199656,1,,uprop,https://uprop.com.py/detail/terreno-de-806-m2-en-la-ciudad-de-altos-ea21b57f-9415-40e9-8413-33081a74b4cb,Cordillera,Altos
946,"Luque, Central",,terreno,432,total,32060.67,190000000,PYG,42494.51,18935.56,74254.91,19,1,terreno|central,198243,1,373,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143094058-5,Central,Luque
947,"Limpio, Central",,terreno,361.5,land,24467.35,145000000,PYG,34829.9,15520.2,60861.76,19,1,terreno|central,196888,1,27,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143080264-3,Central,Limpio
948,"Limpio, Central",,terreno,361,land,15186.63,90000000,PYG,25543.97,11382.39,44635.53,19,0,terreno|central,196789,1,,uprop,https://uprop.com.py/detail/terreno-en-limpio-224e20c5-3c4b-4add-b1ba-45f1a395b720,Central,Limpio
949,"Luque, Central",,terreno,484,land,48091,285000000,PYG,58434.34,26038.34,102108.16,19,7,terreno|central,196523,1,446,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143025152-50,Central,Luque
950,"Altos, Cordillera",,terreno,593,total,30373.26,180000000,PYG,34360.54,22653.9,44764.91,49,2,terreno|cordillera,195377,1,720,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/altos/143054072-48,Cordillera,Altos
951,"Capiatá, Central",,terreno,800,land,28685.86,170000000,PYG,38963.29,17362.04,68084.45,19,5,terreno|central,195271,1,,uprop,https://uprop.com.py/detail/terreno-en-esquina-en-capiata-3a5c93c2-3e0c-4b30-a4b8-2d61d65d35e0,Central,Capiatá
952,"Luque, Central",,terreno,360,total,28685.86,170000000,PYG,38952.81,17357.37,68066.14,19,3,terreno|central,195072,2,111,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143054126-67,Central,Luque
953,"Mariano Roque Alonso, Central",,terreno,907,land,52309.51,310000000,PYG,62522.3,27859.94,109251.46,19,2,terreno|central,194043,1,560,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143098014-195,Central,Mariano Roque Alonso
954,"Ypacaraí, Central",,terreno,375,land,13499.23,80000000,PYG,23674.04,10549.15,41368.01,19,2,terreno|central,193321,1,,infocasas,https://www.infocasas.com.py/-14308012741/194125584,Central,Ypacaraí
955,"Itauguá, Central",,terreno,800,total,33748.07,200000000,PYG,43901.89,19562.68,76714.17,19,2,terreno|central,192923,1,374,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143063094-246,Central,Itauguá
956,"Caacupé, Cordillera",,terreno,597,land,28685.86,170000000,PYG,32602.91,21495.1,42475.07,49,0,terreno|cordillera,191936,1,57,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143019104-10,Cordillera,Caacupé
957,"Julián Augusto Saldívar, Central",,terreno,361.68,land,20248.84,120000000,PYG,30334.51,13517.06,53006.52,19,1,terreno|central,191628,1,45,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/julian-augusto-saldivar/143025237-3,Central,Julián Augusto Saldívar
958,"Limpio, Central",,terreno,363,land,19405.14,115000000,PYG,29463.68,13129.01,51484.83,19,0,terreno|central,191112,1,232,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143020128-2,Central,Limpio
959,"Villa Elisa, Central",,terreno,363,land,23454.91,139000000,PYG,33486.9,14921.76,58515,19,8,terreno|central,190608,2,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-villa-elisa/192908799,Central,Villa Elisa
960,"Areguá, Central",,terreno,360,total,21092.54,125000000,PYG,31018.83,13821.99,54202.31,19,0,terreno|central,188600,1,249,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143009150-25,Central,Areguá
961,"Itá, Central",,terreno,727,land,33748.07,200000000,PYG,43664.28,19456.8,76298.96,19,2,terreno|central,188408,1,542,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ita/143063153-15,Central,Itá
962,"Ypané, Central",,terreno,360,land,15186.63,90000000,PYG,25031.9,11154.21,43740.74,19,1,terreno|central,187060,1,226,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143108009-3,Central,Ypané
963,"Areguá, Central",,terreno,420,land,19405.14,115000000,PYG,29235.18,13027.2,51085.55,19,3,terreno|central,186771,1,201,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143084067-17,Central,Areguá
964,"Capiatá, Central",,terreno,436,total,19405.14,115000000,PYG,29233.82,13026.59,51083.17,19,4,terreno|central,186745,1,185,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/114006001-293,Central,Capiatá
965,"Caacupé, Cordillera",,terreno,360,land,17717.74,105000000,PYG,21512.76,14183.37,28026.83,49,1,terreno|cordillera,185956,1,226,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143028058-17,Cordillera,Caacupé
966,"Capiatá, Central",,terreno,432,land,16030.33,95000000,PYG,25750.54,11474.44,44996.5,19,5,terreno|central,184684,1,,infocasas,https://www.infocasas.com.py/-terreno-en-capiata-oferta-zona-san-ramon09917500114/189599575,Central,Capiatá
967,Asunción,,terreno,360,land,84370.17,500000000,PYG,176684.22,103112.91,379235.01,2,8,terreno|asuncion,184628,3,,uprop,https://uprop.com.py/detail/terreno-en-esquina-sobre-calle-tatajyba-y-av-estados-unidos-d7879436-d884-4328-883d-7df2356bbef6,Asunción,
968,"Ypané, Central",,terreno,383.97,land,17717.74,105000000,PYG,27330.77,12178.59,47757.79,19,4,terreno|central,182648,3,841,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143068129-71,Central,Ypané
969,"Limpio, Central",,terreno,448,total,21207.29,125680000,PYG,30788.19,13719.22,53799.29,19,1,terreno|central,182037,1,288,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/limpio/143063234-6,Central,Limpio
970,"Ypacaraí, Central",,terreno,736,land,33648.74,199411337,PYG,43200.8,19250.28,75489.08,19,2,terreno|central,181489,1,,uprop,https://uprop.com.py/detail/terreno-venta-py-central-ypacarai-0dceaf99-ae7a-4689-83cc-e0a950d4fb85,Central,Ypacaraí
971,"Caacupé, Cordillera",,terreno,463,land,21092.54,125000000,PYG,24784.64,16340.51,32289.43,49,1,terreno|cordillera,180913,1,219,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/caacupe/143028058-18,Cordillera,Caacupé
972,Asunción,,terreno,1556,land,447000,447000,USD,536764.71,313255.88,1152111.77,2,8,terreno|asuncion,179529,1,,uprop,https://uprop.com.py/detail/terreno-en-las-lomas-ubicacion-premium-52bb84b7-2f63-4f44-b2cf-aa74c4f9adf3,Asunción,
973,"Villeta, Central",,terreno,634,land,33748.07,200000000,PYG,43100.93,19205.77,75314.56,19,0,terreno|central,177704,1,,uprop,https://uprop.com.py/detail/terreno-sobre-ruta-villeta-guarambare-cercano-a-puertos-197de9ea-d25e-4ce0-bf65-f10f9e20675a,Central,Villeta
974,"Ypané, Central",,terreno,428.92,land,19742.62,117000000,PYG,29084.62,12960.11,50822.47,19,4,terreno|central,177498,1,841,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143068129-72,Central,Ypané
975,"Julián Augusto Saldívar, Central",,terreno,360,land,15186.63,90000000,PYG,24524.71,10928.21,42854.48,19,5,terreno|central,177423,3,469,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/julian-augusto-saldivar/143026189-13,Central,Julián Augusto Saldívar
976,"Luque, Central",,terreno,360,land,20248.84,120000000,PYG,29575.75,13178.96,51680.67,19,3,terreno|central,177211,1,,uprop,https://uprop.com.py/detail/terreno-en-luque-marin-ka-aguy-8bbc2645-bbeb-4d09-9e1b-d26c3dbf6ef1,Central,Luque
977,"Luque, Central",,terreno,821,land,59059.12,350000000,PYG,68356.1,30459.48,119445.44,19,8,terreno|central,176643,1,,uprop,https://uprop.com.py/detail/terreno-de-821-m2-en-luque-id-47350-4f62ce67-d83e-418b-ab50-d0b7b60b3da5,Central,Luque
978,"Ypané, Central",,terreno,400,land,20248.84,120000000,PYG,29537.4,13161.86,51613.65,19,1,terreno|central,176483,2,,infocasas,https://www.infocasas.com.py/terreno-de-400-m2-a-minutos-del-centro-de-ypane-costa-alegre/192735518,Central,Ypané
979,"Nueva Asunción, Central",,terreno,673,land,40380,40380,USD,49665.09,22130.76,86784.77,19,2,terreno|central,176417,1,,infocasas,https://www.infocasas.com.py/entrada-usd-40380-lote-673m2-la-ribera-zona-h29/194206471,Central,
980,"Mariano Roque Alonso, Central",,terreno,516,land,35435.47,210000000,PYG,44679.29,19909.09,78072.59,19,5,terreno|central,175633,1,55,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/mariano-roque-alonso/143061065-23,Central,Mariano Roque Alonso
981,"Areguá, Central",,terreno,720,land,33748.07,200000000,PYG,42910.02,19120.7,74980.97,19,1,terreno|central,174077,1,14,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143109008-15,Central,Areguá
982,"Limpio, Central",,terreno,450,land,18898.92,112000000,PYG,28047.79,12498.09,49010.71,19,2,terreno|central,173829,1,,infocasas,https://www.infocasas.com.py/vendo-terreno-en-esquina-en-limpio-b%C2%B0-isla-aranda/192504001,Central,Limpio
983,"Luque, Central",,terreno,840,total,42185.09,250000000,PYG,51319.99,22868.19,89676.55,19,5,terreno|central,173563,1,101,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/luque/143100055-4,Central,Luque
984,"Ñemby, Central",,terreno,600,land,29529.56,175000000,PYG,38579.22,17190.9,67413.33,19,8,terreno|central,171944,1,,uprop,https://uprop.com.py/detail/terreno-en-nemby-la-lomita-8c0b7c35-f0a1-4627-a166-bc5c9da23f18,Central,Ñemby
985,"Fernando de la Mora, Central",,terreno,360,land,64121.33,380000000,PYG,73157.5,32598.98,127835.42,19,8,terreno|central,171687,1,,infocasas,https://www.infocasas.com.py/terreno-zona-diario-nacion-fdo-de-la-mora/191933156,Central,Fernando de la Mora
986,"Ypané, Central",,terreno,466.9,land,21514.39,127500000,PYG,30479.39,13581.62,53259.69,19,4,terreno|central,170335,3,841,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/ypane/143068129-68,Central,Ypané
987,"Capiatá, Central",,terreno,432,total,17717.74,105000000,PYG,26650.24,11875.35,46568.64,19,6,terreno|central,169718,1,605,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/capiata/143068046-71,Central,Capiatá
988,"Areguá, Central",,terreno,360,land,16030.33,95000000,PYG,24961.97,11123.06,43618.55,19,2,terreno|central,169701,2,415,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/aregua/143068091-120,Central,Areguá
989,"Guarambaré, Central",,terreno,360,total,20248.84,120000000,PYG,29151.9,12990.09,50940.02,19,2,terreno|central,169158,1,148,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/guarambare/143025198-43,Central,
990,"Itauguá, Central",,terreno,750,total,32904.37,195000000,PYG,41789.8,18621.53,73023.49,19,1,terreno|central,168823,1,57,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143080272-2,Central,Itauguá
991,"Itauguá, Central",,terreno,360,land,20269.09,120120000,PYG,29146.74,12987.79,50931.01,19,0,terreno|central,168675,1,1204,remax,https://www.remax.com.py/es-py/propiedades/terreno/venta/itaugua/143009127-28,Central,Itauguá
