transaction_id,close_date,operation,kind,place,barrio,department_market,city_market,area_m2,area_basis,bedrooms,terminal_ask,ask_currency,ask_usd_sale_date_fx,close_price,close_currency,close_usd_sale_date_fx,fx_sale_date,close_usd_per_m2,ask_to_close_pct,reported_equals_ask,reported_below_ask,deal_records,deal_record_kept,in_ask_to_close_base,held_out_because,source,mls_id
3039,2025-11-01,rent,terreno,"Loma Plata, Boquerón",,Boquerón,,,,,4000000,PYG,563.63,4000000,PYG,563.63,7096.805,,0,1,0,1,1,1,,remax,143078001-170
3277,2025-11-01,rent,casa,"San Bernardino, Cordillera",,Cordillera,San Bernardino,450,built,5,42000000,PYG,5918.16,42000000,PYG,5918.16,7096.805,13,0,1,0,1,1,1,,remax,143072119-69
310197,2025-11-01,rent,casa,"Luque, Central",,Central,Luque,173,built,3,4000000,PYG,563.63,4000000,PYG,563.63,7096.805,3,0,1,0,1,1,1,,remax,143001163-10
310823,2025-11-01,rent,departamento,Asunción,Ycuá Satí,Asunción,,99,land,2,6600000,PYG,930,6600000,PYG,930,7096.805,9,0,1,0,1,1,1,,remax,143098027-95
311395,2025-11-01,rent,casa,"Lambaré, Central",,Central,Lambaré,100,built,3,3000000,PYG,422.73,2800000,PYG,394.54,7096.805,4,-6.669,0,1,1,1,1,,remax,143063146-151
4396,2025-11-02,sale,departamento,Asunción,Villa Morra,Asunción,,150010,land,3,357000,USD,357000,2513280000,PYG,354142.46,7096.805,2,-0.8,0,0,1,1,0,cross-currency,remax,143026192-23
450,2025-11-03,sale,terreno,Asunción,Recoleta,Asunción,,165,built,,195000,USD,195000,1275000000,PYG,179902.18,7087.185,1090,-7.742,0,0,1,1,0,cross-currency,remax,143036040-172
887,2025-11-03,rent,departamento,Asunción,Ciudad Nueva,Asunción,,1000,built,3,8000000,PYG,1128.8,8000000,PYG,1128.8,7087.185,1,0,1,0,1,1,1,,remax,143098084-4
1150,2025-11-03,sale,terreno,"Luque, Central",,Central,Luque,367,land,,130000000,PYG,18342.97,115000000,PYG,16226.47,7087.185,44,-11.538,0,1,2,1,1,,remax,143096011-52
3058,2025-11-03,sale,edificio,Asunción,Pettirossi,Asunción,,720,built,,980000000,PYG,138277.75,870000000,PYG,122756.78,7087.185,170,-11.224,0,1,1,1,1,,remax,143025091-77
3201,2025-11-03,rent,departamento,Asunción,Mburucuyá,Asunción,,45,land,1,950,USD,950,6681350,PYG,942.74,7087.185,21,-0.764,0,0,1,1,0,cross-currency,remax,143098070-15
3561,2025-11-03,sale,terreno,"Luque, Central",,Central,Luque,336,land,,130000000,PYG,18342.97,115000000,PYG,16226.47,7087.185,48,-11.538,0,1,2,0,0,second record of one deal,remax,143096011-48
3593,2025-11-03,sale,casa,"Luque, Central",,Central,Luque,75,built,2,303000000,PYG,42753.22,312500000,PYG,44093.67,7087.185,588,3.135,0,0,1,1,1,,remax,143061002-182
3916,2025-11-03,sale,terreno,Asunción,Manorá,Asunción,,660,land,,792000,USD,792000,5623000000,PYG,793403.87,7087.185,1202,0.177,0,0,1,1,0,cross-currency,remax,143098017-108
3989,2025-11-03,sale,departamento,Asunción,Ciudad Nueva,Asunción,,98,land,2,100000,USD,100000,700000000,PYG,98769.82,7087.185,1008,-1.23,0,0,1,1,0,cross-currency,remax,143028003-154
4150,2025-11-03,rent,departamento,Asunción,Ycuá Satí,Asunción,,90,land,2,1200,USD,1200,7000000,PYG,987.7,7087.185,11,-17.692,0,0,1,1,0,cross-currency,remax,143028010-156
4322,2025-11-03,sale,departamento,Asunción,Ycuá Satí,Asunción,,29,land,1,55150,USD,55150,386050000,PYG,54471.56,7087.185,1869,-1.23,0,0,1,1,0,cross-currency,remax,143056031-672
34121,2025-11-03,sale,otro,Asunción,Las Lomas (Carmelitas),Asunción,,,,,16500,USD,16500,116959260,PYG,16502.92,7087.185,,0.018,0,0,1,1,0,cross-currency,remax,143063185-34
308503,2025-11-03,rent,casa,"Areguá, Central",,Central,Areguá,160,built,4,4500000,PYG,634.95,4500000,PYG,634.95,7087.185,4,0,1,0,1,1,1,,remax,143036096-39
806,2025-11-04,rent,local,Asunción,Mariscal Estigarribia,Asunción,,486,built,,5000,USD,5000,35300000,PYG,4986.2,7079.535,10,-0.276,0,0,1,1,0,cross-currency,remax,143098011-264
1281,2025-11-04,rent,oficina,Asunción,Las Lomas (Carmelitas),Asunción,,46,built,,800,USD,800,5600000,PYG,791.01,7079.535,17,-1.124,0,0,1,1,0,cross-currency,remax,143098061-30
1764,2025-11-04,rent,otro,"Santa Rita, Alto Paraná",,Alto Paraná,,540,built,,1950000,PYG,275.44,1950000,PYG,275.44,7079.535,1,0,1,0,1,1,1,,remax,143065026-193
2094,2025-11-04,sale,departamento,Asunción,Carmelitas,Asunción,,1200,built,1,129750,USD,129750,908250000,PYG,128292.32,7079.535,107,-1.123,0,0,1,1,0,cross-currency,remax,143098011-293
2909,2025-11-04,rent,departamento,Asunción,Barrio Jara,Asunción,,108,land,2,4150000,PYG,586.2,4150000,PYG,586.2,7079.535,5,0,1,0,1,1,1,,remax,143048005-301
3616,2025-11-04,sale,departamento,Asunción,Villa Morra,Asunción,,82,land,2,149000,USD,149000,920530000,PYG,130026.9,7079.535,1586,-12.734,0,0,1,1,0,cross-currency,remax,143054045-68
3636,2025-11-04,sale,otro,"Filadelfia, Boquerón",,Boquerón,,9973,land,3,848000000,PYG,119781.88,720000000,PYG,101701.59,7079.535,10,-15.094,0,1,1,1,1,,remax,143016029-61
4020,2025-11-04,rent,casa,"Encarnación, Itapúa",,Itapúa,Encarnación,80,built,2,1200000,PYG,169.5,1200000,PYG,169.5,7079.535,2,0,1,0,1,1,1,,remax,143085033-105
4296,2025-11-04,sale,terreno,"Cambyretá, Itapúa",,Itapúa,Cambyretá,3743,land,,185000,USD,185000,1310540000,PYG,185116.68,7079.535,49,0.063,0,0,1,1,0,cross-currency,remax,143011007-1421
4473,2025-11-04,rent,departamento,Asunción,San Roque,Asunción,,420,land,1,2000000,PYG,282.5,1900000,PYG,268.38,7079.535,1,-4.998,0,1,1,1,1,,remax,143063150-22
31015,2025-11-04,rent,departamento,"Fernando de la Mora, Central",,Central,Fernando de la Mora,10,land,3,4850000,PYG,685.07,4850000,PYG,685.07,7079.535,69,0,1,0,1,1,1,,remax,143036137-13
483,2025-11-05,sale,casa,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,120,built,2,660000000,PYG,93163.89,600000000,PYG,84694.44,7084.29,706,-9.091,0,1,1,1,1,,remax,143050014-98
2386,2025-11-05,sale,terreno,"Presidente Franco, Alto Paraná",,Alto Paraná,,,,,150000000,PYG,21173.61,120000000,PYG,16938.89,7084.29,,-20,0,1,1,1,1,,remax,143050129-52
3023,2025-11-05,rent,local,"Lambaré, Central",,Central,Lambaré,600,land,,5000000,PYG,705.79,4650000,PYG,656.38,7084.29,1,-7.001,0,1,1,1,1,,remax,143014179-25
3536,2025-11-05,sale,terreno,"Fernando de la Mora, Central",,Central,Fernando de la Mora,,,,500000000,PYG,70578.7,400000000,PYG,56462.96,7084.29,,-20,0,1,1,1,1,,remax,143036099-47
3573,2025-11-05,rent,otro,"San Antonio, Central",,Central,San Antonio,27,built,,1000000,PYG,141.16,1000000,PYG,141.16,7084.29,5,0,1,0,1,1,1,,remax,143095001-40
3774,2025-11-05,rent,departamento,Asunción,Mariscal López,Asunción,,50,land,1,3400000,PYG,479.94,3400000,PYG,479.94,7084.29,10,0,1,0,1,1,1,,remax,143063116-93
4130,2025-11-05,rent,duplex,"San Lorenzo, Central",,Central,San Lorenzo,63,built,2,1800000,PYG,254.08,1800000,PYG,254.08,7084.29,4,0,1,0,1,1,1,,remax,143009127-95
841,2025-11-06,sale,terreno,"Villa Elisa, Central",,Central,Villa Elisa,,,,400000000,PYG,56529.91,350000000,PYG,49463.67,7075.9,,-12.5,0,1,1,1,1,,remax,143080161-5
1139,2025-11-06,sale,local,Asunción,Herrera,Asunción,,363,built,,1870000000,PYG,264277.34,1700000000,PYG,240252.12,7075.9,662,-9.091,0,1,1,1,1,,remax,143063152-47
1620,2025-11-06,rent,casa,"Santa Rita, Alto Paraná",,Alto Paraná,,76,built,2,2500000,PYG,353.31,2500000,PYG,353.31,7075.9,5,0,1,0,1,1,1,,remax,143065021-152
1900,2025-11-06,rent,departamento,"Fernando de la Mora, Central",,Central,Fernando de la Mora,12,land,1,1500000,PYG,211.99,1500000,PYG,211.99,7075.9,18,0,1,0,1,1,1,,remax,143025222-2
3193,2025-11-06,rent,departamento,Asunción,Loma Pytá,Asunción,,80,built,1,2350000,PYG,332.11,2200000,PYG,310.91,7075.9,4,-6.383,0,1,1,1,1,,remax,143061056-127
3765,2025-11-06,rent,local,"Encarnación, Itapúa",,Itapúa,Encarnación,,,,5000000,PYG,706.62,5000000,PYG,706.62,7075.9,,0,1,0,1,1,1,,remax,143011036-112
200905,2025-11-06,sale,duplex,"Luque, Central",,Central,Luque,200,built,3,130000,USD,130000,920400000,PYG,130075.33,7075.9,650,0.058,0,0,1,1,0,cross-currency,remax,143063199-4
185,2025-11-07,sale,casa,Asunción,Mburucuyá,Asunción,,350,built,4,295000,USD,295000,1559857200,PYG,220195.34,7083.97,629,-25.358,0,0,1,1,0,cross-currency,remax,143096015-66
329,2025-11-07,sale,departamento,Asunción,Mburucuyá,Asunción,,96,built,2,129600,USD,129600,567000000,PYG,80039.86,7083.97,834,-38.241,0,0,1,1,0,cross-currency,remax,143098054-49
459,2025-11-07,sale,oficina,Asunción,Manorá,Asunción,,60,built,,175000,USD,175000,1233750000,PYG,174160.82,7083.97,2903,-0.48,0,0,2,1,0,cross-currency,remax,143098011-240
761,2025-11-07,rent,casa,"Encarnación, Itapúa",,Itapúa,Encarnación,1,built,3,1500000,PYG,211.75,1500000,PYG,211.75,7083.97,212,0,1,0,1,1,1,,remax,143085018-133
1148,2025-11-07,sale,terreno,"Lambaré, Central",,Central,Lambaré,390,land,,210000000,PYG,29644.39,190000000,PYG,26821.12,7083.97,69,-9.524,0,1,1,1,1,,remax,143026188-30
1740,2025-11-07,rent,departamento,Asunción,Recoleta,Asunción,,103,land,3,1400,USD,1400,9800000,PYG,1383.41,7083.97,13,-1.185,0,0,1,1,0,cross-currency,remax,143063091-86
1760,2025-11-07,rent,departamento,Asunción,Villa Morra,Asunción,,1,land,1,650,USD,650,4447800,PYG,627.87,7083.97,628,-3.405,0,0,1,1,0,cross-currency,remax,143054116-51
1847,2025-11-07,sale,oficina,Asunción,Manorá,Asunción,,60,built,,175000,USD,175000,1233750000,PYG,174160.82,7083.97,2903,-0.48,0,0,2,0,0,cross-currency,remax,143098011-275
2027,2025-11-07,rent,casa,"Lambaré, Central",,Central,Lambaré,96,built,2,3000000,PYG,423.49,3000000,PYG,423.49,7083.97,4,0,1,0,1,1,1,,remax,143098130-243
2180,2025-11-07,rent,deposito,Asunción,Terminal,Asunción,,,,,5500000,PYG,776.4,5500000,PYG,776.4,7083.97,,0,1,0,1,1,1,,remax,143063217-12
2961,2025-11-07,rent,deposito,"Itauguá, Central",,Central,Itauguá,480,built,,5000000,PYG,705.82,4000000,PYG,564.66,7083.97,1,-19.999,0,1,1,1,1,,remax,143072117-39
3029,2025-11-07,rent,casa,"Lambaré, Central",,Central,Lambaré,96,built,2,3000000,PYG,423.49,3000000,PYG,423.49,7083.97,4,0,1,0,1,1,1,,remax,143014004-307
3776,2025-11-07,rent,departamento,Asunción,Manorá,Asunción,,170,land,2,0,USD,0,10410000,USD,10410000,7083.97,61235,,0,0,1,1,0,no ask,remax,143063217-1
311713,2025-11-07,rent,departamento,Asunción,Recoleta,Asunción,,46,land,1,3900000,PYG,550.54,3900000,PYG,550.54,7083.97,12,0,1,0,1,1,1,,remax,143056047-75
1990,2025-11-08,sale,terreno,"Limpio, Central",,Central,Limpio,360,land,,75000000,PYG,10587.28,75000000,PYG,10587.28,7083.97,29,0,1,0,1,1,1,,remax,143092081-1
3930,2025-11-08,rent,otro,"San Juan del Paraná, Itapúa",,Itapúa,San Juan del Paraná,20000,land,,2500000,PYG,352.91,2500000,PYG,352.91,7083.97,0,0,1,0,1,1,1,,remax,143032035-287
4387,2025-11-08,rent,casa,"Fernando de la Mora, Central",,Central,Fernando de la Mora,194,built,3,5000000,PYG,705.82,5000000,PYG,705.82,7083.97,4,0,1,0,1,1,1,,remax,143025091-114
3538,2025-11-09,sale,casa,"Lambaré, Central",,Central,Lambaré,180,built,4,870000000,PYG,122812.49,832000000,PYG,117448.27,7083.97,652,-4.368,0,1,1,1,1,,remax,143014103-180
3569,2025-11-09,sale,casa,"Lambaré, Central",,Central,Lambaré,180,built,4,870000000,PYG,122812.49,832000000,PYG,117448.27,7083.97,652,-4.368,0,1,1,1,1,,remax,143098122-39
641,2025-11-10,rent,local,Asunción,Manorá,Asunción,,250,built,,1530,USD,1530,10814040,PYG,1529.44,7070.565,6,-0.037,0,0,1,1,0,cross-currency,remax,143098128-272
950,2025-11-10,rent,casa,"Minga Guazú, Alto Paraná",,Alto Paraná,Minga Guazú,70,built,2,4500000,PYG,636.44,4500000,PYG,636.44,7070.565,9,0,1,0,1,1,1,,remax,114001094-3
1226,2025-11-10,rent,casa,"Santa Rita, Alto Paraná",,Alto Paraná,,103,built,1,2500000,PYG,353.58,2500000,PYG,353.58,7070.565,3,0,1,0,1,1,1,,remax,143065021-154
1569,2025-11-10,rent,deposito,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,420,built,,8000000,PYG,1131.45,8000000,PYG,1131.45,7070.565,3,0,1,0,1,1,1,,remax,114001022-255
1699,2025-11-10,sale,departamento,Asunción,Madame Lynch,Asunción,,2730,land,1,369600000,PYG,52273.05,369600000,PYG,52273.05,7070.565,19,0,1,0,1,1,1,,remax,143100040-7
1751,2025-11-10,rent,local,Asunción,Manorá,Asunción,,250,built,,1530,USD,1530,10814040,PYG,1529.44,7070.565,6,-0.037,0,0,1,1,0,cross-currency,remax,143014125-272
1953,2025-11-10,rent,casa,"Limpio, Central",,Central,Limpio,71,built,2,1000000,PYG,141.43,1000000,PYG,141.43,7070.565,2,0,1,0,1,1,1,,remax,143028041-101
2564,2025-11-10,rent,deposito,"San Lorenzo, Central",,Central,San Lorenzo,,,,2000000,PYG,282.86,2000000,PYG,282.86,7070.565,,0,1,0,1,1,1,,remax,143019105-1
2704,2025-11-10,rent,casa,"Encarnación, Itapúa",,Itapúa,Encarnación,200,built,4,7100000,PYG,1004.16,7100000,PYG,1004.16,7070.565,5,0,1,0,1,1,1,,remax,143032061-128
3068,2025-11-10,rent,departamento,Asunción,Manorá,Asunción,,360,land,1,4500000,PYG,636.44,4500000,PYG,636.44,7070.565,2,0,1,0,1,1,1,,remax,143098058-41
3131,2025-11-10,sale,departamento,Asunción,Carmelitas,Asunción,,90,land,4,1068200000,PYG,151077.04,1068200000,PYG,151077.04,7070.565,1679,0,1,0,1,1,1,,remax,143063051-322
3347,2025-11-10,rent,casa,"Filadelfia, Boquerón",,Boquerón,,189,built,4,2300000,PYG,325.29,2300000,PYG,325.29,7070.565,2,0,1,0,1,1,1,,remax,143016029-92
3650,2025-11-10,sale,terreno,"Encarnación, Itapúa",,Itapúa,Encarnación,458,land,,1450000000,PYG,205075.55,1450000000,PYG,205075.55,7070.565,448,0,1,0,1,1,1,,remax,143011030-234
3736,2025-11-10,rent,local,"Encarnación, Itapúa",,Itapúa,Encarnación,,,,3000000,PYG,424.29,3000000,PYG,424.29,7070.565,,0,1,0,1,1,1,,remax,143011096-11
3756,2025-11-10,rent,local,"Luque, Central",,Central,Luque,84,built,,3000000,PYG,424.29,3000000,PYG,424.29,7070.565,5,0,1,0,1,1,1,,remax,143025147-95
4095,2025-11-10,sale,terreno,"Filadelfia, Boquerón",,Boquerón,,400,land,,65000000,PYG,9193.04,65000000,PYG,9193.04,7070.565,23,0,1,0,1,1,1,,remax,143016029-97
312509,2025-11-10,sale,terreno,"Hernandarias, Alto Paraná",,Alto Paraná,Hernandarias,,,,87000000,PYG,12304.53,85000000,PYG,12021.67,7070.565,,-2.299,0,1,1,1,1,,remax,143099006-108
60,2025-11-11,rent,departamento,Asunción,Santísima Trinidad,Asunción,,75,land,2,4650000,PYG,658.99,4400000,PYG,623.56,7056.22,8,-5.376,0,1,1,1,1,,remax,143038001-210
577,2025-11-11,sale,terreno,"Cambyretá, Itapúa",,Itapúa,Cambyretá,3769,land,,450000,USD,450000,3123000000,PYG,442588.24,7056.22,117,-1.647,0,0,1,1,0,cross-currency,remax,143032072-41
1313,2025-11-11,sale,local,"San Lorenzo, Central",,Central,San Lorenzo,200,built,,120000,USD,120000,115000,USD,115000,7056.22,575,-4.167,0,1,1,1,1,,remax,143072035-97
1384,2025-11-11,rent,departamento,Asunción,Barrio Jara,Asunción,,157,land,3,6500000,PYG,921.17,6250000,PYG,885.74,7056.22,6,-3.846,0,1,1,1,1,,remax,143025147-93
2754,2025-11-11,sale,otro,"Villa Florida, Misiones",,Misiones,,150,built,3,350000000,PYG,49601.63,330000000,PYG,46767.25,7056.22,312,-5.714,0,1,1,1,1,,remax,143028064-66
2893,2025-11-11,sale,terreno,"Piribebuy, Cordillera",,Cordillera,,,,,65000000,PYG,9211.73,60000000,PYG,8503.14,7056.22,,-7.692,0,1,1,1,1,,remax,143037122-61
3842,2025-11-11,sale,departamento,"Hernandarias, Alto Paraná",,Alto Paraná,Hernandarias,159,land,3,90000,USD,90000,635400000,PYG,90048.21,7056.22,565,0.054,0,0,1,1,0,cross-currency,remax,143050097-74
3898,2025-11-11,rent,oficina,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,70,built,,0,USD,0,7030000,USD,7030000,7056.22,100429,,0,0,1,1,0,no ask,remax,143099027-19
4000,2025-11-11,sale,departamento,"Loma Plata, Boquerón",,Boquerón,,311,built,5,660000000,PYG,93534.5,425000000,PYG,60230.55,7056.22,194,-35.606,0,1,1,1,1,,remax,143078018-38
4241,2025-11-11,rent,otro,"Fernando de la Mora, Central",,Central,Fernando de la Mora,34,built,,1800000,PYG,255.09,1800000,PYG,255.09,7056.22,8,0,1,0,1,1,1,,remax,143063220-1
328,2025-11-12,rent,casa,"Fernando de la Mora, Central",,Central,Fernando de la Mora,100,built,1,2800000,PYG,397.49,2800000,PYG,397.49,7044.165,4,0,1,0,1,1,1,,remax,143061056-123
385,2025-11-12,sale,departamento,"Ciudad del Este, Alto Paraná",,Alto Paraná,Ciudad del Este,35,land,1,46260,USD,46260,326086740,PYG,46291.75,7044.165,1323,0.069,0,0,1,1,0,cross-currency,remax,143050056-160
539,2025-11-12,rent,local,Asunción,Sajonia,Asunción,,56,built,,2750000,PYG,390.39,2750000,PYG,390.39,7044.165,7,0,1,0,1,1,1,,remax,143028061-12
897,2025-11-12,rent,local,Asunción,Las Lomas (Carmelitas),Asunción,,119,built,,2200,USD,2200,12000000,PYG,1703.54,7044.165,14,-22.566,0,0,1,1,0,cross-currency,remax,143063089-85
1675,2025-11-12,sale,casa,"San Bernardino, Cordillera",,Cordillera,San Bernardino,90,built,2,650000000,PYG,92274.95,650000000,PYG,92274.95,7044.165,1025,0,1,0,1,1,1,,remax,143080055-95
2272,2025-11-12,sale,casa,Asunción,Sajonia,Asunción,,100,built,2,450000000,PYG,63882.66,450000000,PYG,63882.66,7044.165,639,0,1,0,1,1,1,,remax,143061068-32
3739,2025-11-12,rent,local,"San Lorenzo, Central",,Central,San Lorenzo,909,built,,24875000,PYG,3531.29,18000000,PYG,2555.31,7044.165,3,-27.638,0,1,1,1,1,,remax,143048005-297
4275,2025-11-12,sale,departamento,Asunción,Mburucuyá,Asunción,,94,land,1,131000,USD,131000,854000000,PYG,121235.09,7044.165,1290,-7.454,0,0,1,1,0,cross-currency,remax,143063187-43
4300,2025-11-12,rent,edificio,"Santa Rita, Alto Paraná",,Alto Paraná,,82,land,,1300000,PYG,184.55,1300000,PYG,184.55,7044.165,2,0,1,0,1,1,1,,remax,143065026-197
463,2025-11-13,sale,casa,"Fernando de la Mora, Central",,Central,Fernando de la Mora,260,built,6,780000000,PYG,110652.82,710000000,PYG,100722.44,7049.075,387,-8.974,0,1,1,1,1,,remax,143063098-50
694,2025-11-13,sale,terreno,"Luque, Central",,Central,Luque,426,land,,500000000,PYG,70931.29,400000000,PYG,56745.03,7049.075,133,-20,0,1,1,1,1,,remax,143098052-9
1103,2025-11-13,sale,terreno,"San Lorenzo, Central",,Central,San Lorenzo,,,,250000,USD,250000,1000000000,PYG,141862.58,7049.075,,-43.255,0,0,1,1,0,cross-currency,remax,143019010-217
1132,2025-11-13,sale,departamento,Asunción,San Jorge,Asunción,,174,land,3,350000,USD,350000,320000,USD,320000,7049.075,1839,-8.571,0,1,1,1,1,,remax,143014179-8
3238,2025-11-13,rent,duplex,"Fernando de la Mora, Central",,Central,Fernando de la Mora,160,built,3,7500000,PYG,1063.97,7150000,PYG,1014.32,7049.075,6,-4.666,0,1,1,1,1,,remax,143061056-124
3576,2025-11-13,rent,casa,Asunción,Los Laureles,Asunción,,630,built,5,5000,USD,5000,28000000,PYG,3972.15,7049.075,6,-20.557,0,0,1,1,0,cross-currency,remax,143063002-282
4191,2025-11-13,rent,casa,"Ñemby, Central",,Central,Ñemby,90,built,2,1500000,PYG,212.79,1500000,PYG,212.79,7049.075,2,0,1,0,1,1,1,,remax,143068006-153
4234,2025-11-13,sale,local,"Loma Plata, Boquerón",,Boquerón,,,,,1585000000,PYG,224852.2,1200000000,PYG,170235.1,7049.075,,-24.29,0,1,1,1,1,,remax,143078001-160
313465,2025-11-13,rent,casa,Asunción,Carlos Antonio López,Asunción,,280,built,3,4500000,PYG,638.38,4500000,PYG,638.38,7049.075,2,0,1,0,1,1,1,,remax,143036045-214
5,2025-11-14,rent,otro,Asunción,Villa Morra,Asunción,,189,land,4,11600000,PYG,1647.8,11600000,PYG,1647.8,7039.685,9,0,1,0,1,1,1,,remax,143014133-131
84,2025-11-14,sale,terreno,"Villa Hayes, Presidente Hayes",,Presidente Hayes,Villa Hayes,544,land,,155000,USD,155000,155000,USD,155000,7039.685,285,0,1,0,1,1,1,,remax,143080040-120
186,2025-11-14,sale,local,Asunción,Ciudad Nueva,Asunción,,300,built,,250000,USD,250000,1409198000,PYG,200179.13,7039.685,667,-19.928,0,0,1,1,0,cross-currency,remax,143028037-113
1000,2025-11-14,rent,otro,Asunción,Villa Morra,Asunción,,189,land,4,11600000,PYG,1647.8,11600000,PYG,1647.8,7039.685,9,0,1,0,1,1,1,,remax,143098109-130
1178,2025-11-14,sale,terreno,"Hernandarias, Alto Paraná",,Alto Paraná,Hernandarias,1500,land,,180000000,PYG,25569.33,167500000,PYG,23793.68,7039.685,16,-6.944,0,1,1,1,1,,remax,143099032-1
1195,2025-11-14,rent,deposito,"Capiatá, Central",,Central,Capiatá,240,built,,2500000,PYG,355.13,2500000,PYG,355.13,7039.685,1,0,1,0,1,1,1,,remax,143080075-46
1277,2025-11-14,sale,terreno,"Minga Guazú, Alto Paraná",,Alto Paraná,Minga Guazú,360,land,,45000000,PYG,6392.33,38000000,PYG,5397.97,7039.685,15,-15.556,0,1,1,1,1,,remax,143050033-198
1551,2025-11-14,sale,casa,Asunción,Republicano,Asunción,,99,built,3,370000000,PYG,52559.17,370000000,PYG,52559.17,7039.685,531,0,1,0,1,1,1,,remax,143061072-33
1562,2025-11-14,sale,casa,"Lambaré, Central",,Central,Lambaré,400,built,4,1250000000,PYG,177564.76,1250000000,PYG,177564.76,7039.685,444,0,1,0,1,1,1,,remax,143061075-24
1785,2025-11-14,sale,casa,"San Lorenzo, Central",,Central,San Lorenzo,389,built,3,265000,USD,265000,1690080000,PYG,240078.92,7039.685,617,-9.404,0,0,1,1,0,cross-currency,remax,143098031-42
2188,2025-11-14,sale,duplex,"Fernando de la Mora, Central",,Central,Fernando de la Mora,191,built,3,950000000,PYG,134949.22,900000000,PYG,127846.63,7039.685,669,-5.263,0,1,1,1,1,,remax,143036021-88
2744,2025-11-14,sale,terreno,"San Bernardino, Cordillera",,Cordillera,San Bernardino,1000,land,,65000,USD,65000,457730000,PYG,65021.38,7039.685,65,0.033,0,0,1,1,0,cross-currency,remax,143098031-28
2906,2025-11-14,sale,duplex,"Villa Elisa, Central",,Central,Villa Elisa,96,built,3,505000000,PYG,71736.16,475300000,PYG,67517.23,7039.685,703,-5.881,0,1,1,1,1,,remax,143071054-497
2962,2025-11-14,sale,terreno,"Capiatá, Central",,Central,Capiatá,70,built,1,260000000,PYG,36933.47,260000000,PYG,36933.47,7039.685,528,0,1,0,1,1,1,,remax,143063129-57
2988,2025-11-14,rent,casa,"Minga Guazú, Alto Paraná",,Alto Paraná,Minga Guazú,60,built,2,4000000,PYG,568.21,4000000,PYG,568.21,7039.685,9,0,1,0,1,1,1,,remax,143050002-231
3329,2025-11-14,sale,casa,Asunción,Sajonia,Asunción,,70,built,3,410000000,PYG,58241.24,380000000,PYG,53979.69,7039.685,771,-7.317,0,1,1,1,1,,remax,143063177-4
3336,2025-11-14,rent,local,"Itauguá, Central",,Central,Itauguá,,,,3500000,PYG,497.18,3500000,PYG,497.18,7039.685,,0,1,0,1,1,1,,remax,143098041-20
4307,2025-11-14,sale,terreno,"Lambaré, Central",,Central,Lambaré,,,,480000000,PYG,68184.87,400000000,PYG,56820.72,7039.685,,-16.667,0,1,1,1,1,,remax,143072101-1
232,2025-11-15,rent,departamento,Asunción,Carmelitas,Asunción,,40,land,1,720,USD,720,5040000,PYG,715.94,7039.685,18,-0.564,0,0,1,1,0,cross-currency,remax,143056054-50
757,2025-11-15,sale,casa,"Lambaré, Central",,Central,Lambaré,450,built,5,260000,USD,260000,1679700000,PYG,238604.43,7039.685,530,-8.229,0,0,1,1,0,cross-currency,remax,143098047-30
1247,2025-11-15,sale,terreno,"Filadelfia, Boquerón",,Boquerón,,,,,63500000,PYG,9020.29,60000000,PYG,8523.11,7039.685,,-5.512,0,1,1,1,1,,remax,143016029-67
2769,2025-11-15,rent,departamento,"Mariano Roque Alonso, Central",,Central,Mariano Roque Alonso,360,land,1,5500000,PYG,781.28,5500000,PYG,781.28,7039.685,2,0,1,0,1,1,1,,remax,143025149-226
3186,2025-11-15,sale,terreno,"Filadelfia, Boquerón",,Boquerón,,,,,81600000,PYG,11591.43,80000000,PYG,11364.14,7039.685,,-1.961,0,1,1,1,1,,remax,143016029-68
3339,2025-11-15,sale,terreno,"Filadelfia, Boquerón",,Boquerón,,2496,land,,120000000,PYG,17046.22,110000000,PYG,15625.7,7039.685,6,-8.333,0,1,1,1,1,,remax,143016029-96
4129,2025-11-15,sale,terreno,"Fernando de la Mora, Central",,Central,Fernando de la Mora,360,land,,650000000,PYG,92333.68,565000000,PYG,80259.27,7039.685,223,-13.077,0,1,1,1,1,,remax,143036040-177
4283,2025-11-15,rent,casa,Asunción,Los Laureles,Asunción,,150,built,3,7000000,PYG,994.36,6800000,PYG,965.95,7039.685,6,-2.857,0,1,1,1,1,,remax,143100028-38
311133,2025-11-15,sale,duplex,"Hernandarias, Alto Paraná",,Alto Paraná,Hernandarias,203,land,3,150000,USD,150000,1050495000,PYG,149224.72,7039.685,737,-0.517,0,0,1,1,0,cross-currency,remax,143107003-15
568,2025-11-16,rent,departamento,"Lambaré, Central",,Central,Lambaré,80,land,3,3000000,PYG,426.16,3000000,PYG,426.16,7039.685,5,0,1,0,1,1,1,,remax,143026188-61
94,2025-11-17,rent,duplex,Asunción,Sajonia,Asunción,,79,built,2,3500000,PYG,496.66,3500000,PYG,496.66,7047.055,6,0,1,0,1,1,1,,remax,143098115-38
904,2025-11-17,rent,duplex,"Luque, Central",,Central,Luque,180,land,3,5000000,PYG,709.52,5000000,PYG,709.52,7047.055,4,0,1,0,1,1,1,,remax,143098074-8
