bank,item,kind,department,city,built_m2,land_m2,asking_base_gross_usd,asking_base_net_usd,price_check,first_seen,lat,lon
bnf,"1308-L6-M""E""",terreno,Itapúa,Encarnación,,648,42813,38921,0,2026-09-08,-27.3138,-55.89699
bnf,1296-L0-M0,terreno,Itapúa,San Pedro Del Parana,,129939,44440,40400,0,2026-09-08,-26.84013,-56.17015
caja_bancaria,27-1901-01,casa,Central,Capiatá,,,45048,40953,0,2026-09-08,,
bnf,453-L4-M0,rural,Concepción,Horqueta,,190330,45210,41100,0,2026-09-08,-23.41161,-57.14104
caja_bancaria,12-0206-12,casa,Asunción,Asunción,,,46296,42087,0,2026-09-08,,
gnb,G511,terreno,Amambay,Pedro Juan Caballero,,360,46466,42242,0,2026-09-08,,
caja_bancaria,27-4688-12,casa,Central,Limpio,,,46567,42334,0,2026-09-08,,
bnf,453-L1-M23,rural,Concepción,Horqueta,,205956,46752,42502,0,2026-09-08,-23.42564,-57.1389
gnb,G630,departamento,Central,Luque,67,,47393,43084,0,2026-09-08,,
caja_bancaria,00-1367-00,casa,Alto Paraná,Minga Guazú,,,47748,43407,0,2026-09-08,,
bnf,453-L2-M23,rural,Concepción,Horqueta,,218300,48978,44525,0,2026-09-08,-23.41161,-57.14104
gnb,F387,terreno,Amambay,Pedro Juan Caballero,,362,49773,45248,0,2026-09-08,,
caja_bancaria,27-3547-06,casa,Central,San Lorenzo,,,50110,45555,0,2026-09-08,,
bnf,1348-L7-226,casa,Canindeyú,Corpus Christi,139,537,50862,46238,0,2026-09-08,-24.08102,-54.94096
bnf,1348-L7-218,casa,Cordillera,Corpus Christi,139,537,50862,46238,0,2026-09-08,-24.08102,-54.94096
gnb,F377,terreno,Amambay,Pedro Juan Caballero,,360,50954,46322,0,2026-09-08,,
gnb,F391,terreno,Amambay,Pedro Juan Caballero,,360,50954,46322,0,2026-09-08,,
gnb,F376,terreno,Amambay,Pedro Juan Caballero,,360,50954,46322,0,2026-09-08,,
gnb,F385,terreno,Amambay,Pedro Juan Caballero,,360,50954,46322,0,2026-09-08,,
gnb,F389,terreno,Amambay,Pedro Juan Caballero,,360,50954,46322,0,2026-09-08,,
gnb,F390,terreno,Amambay,Pedro Juan Caballero,,360,50954,46322,0,2026-09-08,,
bnf,1357-L4-MA,casa,Caaguazú,Dr. Juan Eulogio Estigarribia,90,400,51119,46471,0,2026-09-10,-25.372,-55.69634
gnb,F386,terreno,Amambay,Pedro Juan Caballero,,367,51966,47242,0,2026-09-08,,
bnf,159-2,terreno,Paraguarí,Carapeguá,,4620,52403,47639,0,2026-09-08,-25.76836,-57.2544
gnb,F388,terreno,Amambay,Pedro Juan Caballero,,360,52472,47702,0,2026-09-08,,
bnf,1298-L8-M19,casa,Alto Paraná,Ciudad del Este,180,360,52660,47873,0,2026-09-08,-25.48167,-54.65139
gnb,G629,departamento,Central,Luque,67,,52938,48126,0,2026-09-08,,
gnb,G594,oficina,Central,Fernando de la Mora,81,,53248,48408,0,2026-09-08,,
bnf,355-L27-M0,rural,San Pedro,General Elizardo Aquino,120,129720,53259,48417,0,2026-09-08,-24.37758,-56.65233
caja_bancaria,26-0933-70,casa,Alto Paraná,Ciudad del Este,,,53316,48469,0,2026-09-08,,
caja_bancaria,27-0067-04,casa,Caaguazú,Yhú,,,53652,48775,0,2026-09-08,,
caja_bancaria,27-0169-12,casa,Central,Ñemby,,,55678,50616,0,2026-09-08,,
bnf,1339-L20-M2,deposito,Central,Capiatá,360,360,57027,51843,0,2026-09-08,-25.39682,-57.46514
bancop,FINCA-1027-PAD-1507,rural,Guairá,Paso Yobái,,70000,59052,53684,0,2026-09-08,,
bancop,CCC-27-1532-12,rural,Central,Itá,,819,59052,53684,0,2026-09-08,,
bnf,1349-L6-MA,casa,Itapúa,Encarnación,110,544,59596,54178,0,2026-09-08,,
atlas,2636,unknown,Central,Ñemby,,363,61165,55604,0,2026-09-08,-25.38728,-57.53101
bnf,1334-L19,rural,Caazapá,Abaí,,128287,63021,57291,0,2026-09-08,,
gnb,G619,terreno,Alto Paraná,Ciudad del Este,,1920,64789,58899,0,2026-09-08,,
gnb,F402,deposito,Misiones,Santa Rosa,,435,64957,59052,0,2026-09-08,,
gnb,G625,rural,Itapúa,Alto Verá,,98000,65650,59682,0,2026-09-08,,
bnf,1352,rural,Itapúa,Tomas Romero Pereira,,104376,66274,60249,0,2026-09-08,,
atlas,4572/4573/4574/4575/4576,terreno,Itapúa,Hohenau,,2582,68674,62430,0,2026-09-08,-27.08926,-55.64121
itau,9300de40ce4bf045,casa,Alto Paraná,Hernandarias,,367,69344,63040,0,2026-09-08,,
gnb,F368,terreno,Itapúa,San Juan del Paraná,,14473,69977,63616,0,2026-09-08,,
caja_bancaria,13-2085-06,casa,Central,Lambaré,,,70019,63654,0,2026-09-08,,
gnb,G612,departamento,Central,Luque,54,,70036,63669,0,2026-09-08,,
gnb,G620,departamento,Central,Luque,54,,70036,63669,0,2026-09-08,,
gnb,G611,departamento,Central,Luque,54,,70036,63669,0,2026-09-08,,
bnf,1343-L7-M2 Zona B,rural,Canindeyú,Corpus Christi,56,4200420,70042,63674,0,2026-09-08,-24.08207,-54.93925
gnb,G565,terreno,Canindeyú,Corpus Christi,,450,71706,65188,0,2026-09-08,,
basa,84e0e5b4a44e09fe,terreno,Alto Paraná,Naranjal,,8432,71706,65188,0,2026-09-23,,
gnb,G564,terreno,Canindeyú,Corpus Christi,,450,71706,65188,0,2026-09-08,,
caja_bancaria,26-2184-06,terreno,Alto Paraná,Ciudad del Este,,,73900,67182,0,2026-09-08,,
caja_bancaria,27-2900-11,casa,Central,San Lorenzo,,,74068,67335,0,2026-09-08,,
bnf,1294-L11-M809,casa,Guairá,Villarrica,180,371,74238,67489,0,2026-09-08,-25.76254,-56.44247
gnb,F415,terreno,Alto Paraná,Naranjal,,10308,76468,69517,0,2026-09-08,,
gnb,F413,terreno,Alto Paraná,Naranjal,,10530,76468,69517,0,2026-09-08,,
gnb,F414,terreno,Alto Paraná,Naranjal,,10205,76468,69517,0,2026-09-08,,
bnf,1003-L0-M0,rural,Caaguazú,Caaguazú,,121197,79803,72548,0,2026-09-08,-25.43676,-55.88963
gnb,G574,departamento,Asunción,Asunción,66,,82057,74598,0,2026-09-08,,
bnf,1300-L3-M255,casa,Concepción,Concepción,163,384,82286,74806,0,2026-09-10,-23.40446,-57.42851
caja_bancaria,26-1181-07,casa,Alto Paraná,Ciudad del Este,,,82504,75004,0,2026-09-08,,
caja_bancaria,00-1536-00,casa,Central,Limpio,,,83685,76078,0,2026-09-08,,
gnb,G633,terreno,Itapúa,Encarnación,,405,84360,76691,0,2026-09-08,,
basa,813372c089b9297e,casa,Alto Paraná,Ciudad del Este,,364,84360,76691,0,2026-09-08,,
atlas,39822,unknown,Central,Capiatá,,322,85668,77880,0,2026-09-08,-25.37248,-57.4536
caja_bancaria,26-3198-12,terreno,Alto Paraná,Ciudad del Este,,,86891,78992,0,2026-09-08,,
gnb,F370,terreno,Itapúa,Alto Vera,,120000,87397,79452,0,2026-09-08,,
gnb,F405,terreno,Alto Paraná,Hernandarias,,600,87735,79759,0,2026-09-08,,
gnb,G597,casa,Cordillera,Juan de Mena,,141,89182,81075,0,2026-09-08,,
basa,fbfbbba2471b447e,local,Itapúa,San Pedro del Paraná,,787,89422,81293,0,2026-09-08,,
gnb,G577,departamento,Asunción,Asunción,62,,92122,83747,0,2026-09-08,,
gnb,G579,departamento,Asunción,Asunción,62,,92122,83747,0,2026-09-08,,
gnb,G580,departamento,Asunción,Asunción,62,,92122,83747,0,2026-09-08,,
gnb,G578,departamento,Asunción,Asunción,62,,92122,83747,0,2026-09-08,,
bnf,1354,rural,Guairá,Independencia,,130594,92818,84380,0,2026-09-08,-25.81328,-56.16337
caja_bancaria,27-1369-05,casa,Central,Fernando de la Mora,,,93303,84821,0,2026-09-08,,
gnb,F350,casa,Itapúa,Itapua Poty,,4000,94315,85741,0,2026-09-08,,
gnb,G581,departamento,Asunción,Asunción,62,,97082,88256,0,2026-09-08,,
gnb,G582,departamento,Asunción,Asunción,62,,97082,88256,0,2026-09-08,,
basa,b5cd21dc658fdc5d,departamento,Asunción,Asunción,161,,98870,89882,0,2026-09-08,,
bnf,1329-L8-M130,casa,Asunción,La Catedral,350,300,102751,93410,0,2026-09-08,-25.31734,-57.64177
basa,036f3b696e05bb1d,casa,Central,Ñemby,,381,109331,99392,0,2026-09-08,,
bnf,856-L0-M0,rural,Itapúa,Carlos Antonio Lopez,,141750,109601,99637,0,2026-09-08,-26.51345,-54.84432
solar,27,terreno,Central,Surubi'i,,1189,113161,102874,0,2026-09-08,-25.19186,-57.50528
bnf,1325-L3-M0,rural,Itapúa,Yatytay,,148860,113437,103125,0,2026-09-08,-25.28384,-57.63402
gnb,G642,terreno,Asunción,Asunción,,303,114175,103796,0,2026-09-08,,
bnf,1301-L0-M0,casa,Alto Paraná,Ciudad del Este,173,173,115595,105086,0,2026-09-08,-25.51745,-54.61041
bnf,1278-L0-M0,casa,Cordillera,Itacurubi de la Cordillera,1500,3000,115937,105398,0,2026-09-08,-25.4655,-56.83511
bnf,1350,rural,Concepción,Yby Yaú,64,200000,121372,110338,0,2026-09-08,-22.85044,-56.4079
bancop,FINCA-2377-PAD-421,rural,Canindeyú,Ybyrarobaná,,149933,121479,110435,0,2026-09-08,,
bnf,1340-LB,rural,Misiones,Santa Rosa,,232852,122787,111625,0,2026-09-08,-26.93454,-56.89304
caja_bancaria,10-0145-12,casa,Asunción,Asunción,,,124238,112943,0,2026-09-08,,
gnb,G560,terreno,Central,San Lorenzo,,570,132293,120266,0,2026-09-08,,
itau,e4557f48699fb8e6,terreno,Central,Luque,,1280,132614,120559,0,2026-09-08,,
gnb,G576,departamento,Asunción,Asunción,95,,133627,121479,0,2026-09-08,,
gnb,G575,departamento,Asunción,Asunción,95,,133627,121479,0,2026-09-08,,
solar,24,terreno,Central,Surubi'i,,1484,141219,128381,0,2026-09-08,-25.19186,-57.50528
basa,8b34cbe78a36d7ce,local,Concepción,San Lázaro,,456,141725,128841,0,2026-09-08,,
caja_bancaria,13-0250-01,casa,Central,Lambaré,,,141894,128995,0,2026-09-08,,
atlas,L13/43610,unknown,Central,San Lorenzo,,392,143258,130234,0,2026-09-08,-25.34306,-57.50309
gnb,G643,terreno,Central,Lambaré,,1107,144009,130917,0,2026-09-08,,
solar,26,terreno,Central,Surubi'i,,1516,144256,131142,0,2026-09-08,-25.19186,-57.50528
solar,25,terreno,Central,Surubi'i,,1518,144425,131295,0,2026-09-08,-25.19186,-57.50528
basa,c50d6d0f3d217fd9-2,terreno,Caazapá,San Juan Nepomuceno,,800,144762,131602,0,2026-09-23,,
basa,c50d6d0f3d217fd9,terreno,Caazapá,San Juan Nepomuceno,,800,144762,131602,0,2026-09-08,,
gnb,G641,terreno,Asunción,Asunción,,411,147583,134167,0,2026-09-08,,
bnf,1292-L0-M0,rural,Cordillera,Itacurubí de la cordillera,45,153677,148304,134822,0,2026-09-08,,
basa,6309321e72a1ef13,casa,Itapúa,San Pedro del Paraná,,504,151222,137475,0,2026-09-23,,
bnf,1351,rural,Itapúa,San Pedro del Paraná,,397758,151558,137780,0,2026-09-08,-26.83589,-55.95333
gnb,G631,casa,Cordillera,San Bernardino,,720,153267,139334,0,2026-09-08,,
bnf,1314-L1-M65,unknown,San Pedro,Tacuati,,18221,157551,143229,0,2026-09-08,-23.45762,-56.73491
gnb,F324,terreno,Central,Mariano Roque Alonso,,2048,160000,145455,0,2026-09-08,,
gnb,F352,terreno,Itapúa,Alto Vera,,273600,170070,154610,0,2026-09-08,,
gnb,G605,terreno,Itapúa,Encarnación,,1956,177157,161052,0,2026-09-08,,
solar,15,terreno,Concepción,Yby Yau,,10420,190317,173015,0,2026-09-08,,
itau,fd2df7fea1af9f7b,terreno,Alto Paraná,Hernandarias,,11309,190823,173476,0,2026-09-08,,
bnf,1255-L21-M0,rural,Alto Paraná,Itakyry,20,101940,195912,178102,0,2026-09-08,-24.71665,-55.23627
caja_bancaria,14-1765-07,casa,Asunción,Asunción,,,198078,180071,0,2026-09-08,,
gnb,G624,oficina,Asunción,Asunción,350,,198162,180148,0,2026-09-08,,
basa,9bf6204ecd9ddfff,unknown,Caaguazú,Coronel Oviedo,,400,199090,180991,0,2026-09-23,,
bancop,MAT-N04/132-PAD-191,rural,Amambay,Zanja Pytã,,16192,200778,182525,0,2026-09-08,,
basa,78d6065da9ac85a4,terreno,Itapúa,San Pedro del Paraná,,37050,202465,184059,0,2026-09-08,,
bnf,1347,casa,Misiones,San Juan Bautista,440,957,207214,188377,0,2026-09-08,-26.66985,-57.14676
basa,3bc799a5743ad774,casa,Central,San Lorenzo,,377,229798,208907,0,2026-09-08,,
bnf,1303-L0-M0,rural,Cordillera,Piribebuy,,577672,236327,214843,0,2026-09-08,-25.46994,-56.99078
basa,d32658cd0387183c,deposito,Alto Paraná,Santa Rita,,1260,239583,217803,0,2026-09-08,,
gnb,G527,terreno,Paraguarí,Ybycuí,,12569,253081,230074,0,2026-09-08,,
gnb,G610,casa,Central,Lambaré,,478,263204,239277,0,2026-09-08,,
itau,638dafd2adfc0a56,unknown,Asunción,ASUNCION,,312,271134,246486,0,2026-09-10,,
bnf,1335-L4-M3,casa,Asunción,La Recoleta,335,365,276057,250961,0,2026-09-08,-25.30222,-57.59316
gnb,G615,terreno,Central,Villa Elisa,,518,278575,253250,0,2026-09-08,,
solar,28,terreno,Central,Surubi'i,,3102,295261,268419,0,2026-09-08,-25.19186,-57.50528
gnb,G570,terreno,Alto Paraná,Santa Rita,,8699,299479,272254,0,2026-09-08,,
gnb,G571,terreno,Alto Paraná,Santa Rita,,8705,299618,272380,0,2026-09-08,,
basa,1872ccf55911d740,unknown,San Pedro,Capiibary,,77000,303697,276088,0,2026-09-08,,
gnb,G644,rural,Itapúa,Alto Verá,,244750,309620,281473,0,2026-09-08,,
bnf,1290-L0-M0,casa,San Pedro,General Resquín,900,91516,334625,304205,0,2026-09-08,-24.06915,-56.44509
gnb,F411,terreno,Itapúa,Jesús,,31003,341153,310139,0,2026-09-08,,
gnb,G607,terreno,Central,San Lorenzo,,709,350000,318182,0,2026-09-08,,
bnf,1255-M0,rural,Alto Paraná,Itakyry,,101940,350552,318683,0,2026-09-08,-24.71878,-55.23338
itau,9f29ccaf4fc55177,deposito,Alto Paraná,Ciudad del Este,,560,382152,347411,0,2026-09-08,,
bnf,383,unknown,Itapúa,Capitán Meza,,4005,406380,369436,0,2026-09-08,-26.93299,-55.15297
bancop,FINCA-3237-PAD-3986,unknown,Central,Itá,,19096,421802,383456,0,2026-09-08,,
basa,78f20577fdb3cbf5,terreno,Paraguarí,Pirayú,,2425,422308,383916,0,2026-09-23,,
bancop,MAT-S08/1203-PAD-1632,rural,Canindeyú,Katueté,,7969,430238,391125,0,2026-09-08,,
basa,d692856aa9b61f02,local,Canindeyú,Salto del Guairá,,2138,433612,394193,0,2026-09-08,,
caja_bancaria,00-6326-00,casa,Central,J. Augusto Saldívar,,,434793,395267,0,2026-09-08,,
gnb,G551,terreno,Central,Capiatá,,1313,441205,401095,0,2026-09-08,,
