cell_deg,lat,lon,n_sale,asking_median_usd,asking_n,casa_asking_usd_m2,casa_n,departamento_asking_usd_m2,departamento_n,department,city
0.01,-27.28,-55.8,6,34000,6,,3,,0,Itapúa,Cambyretá
0.01,-27.28,-55.83,8,48000,8,,2,,0,Itapúa,Encarnación
0.01,-27.27,-55.82,7,78000,7,,2,,1,Itapúa,Encarnación
0.01,-27.28,-55.82,7,38000,7,,0,,0,Itapúa,Encarnación
0.01,-27.29,-55.82,7,30000,7,,2,,0,Itapúa,Encarnación
0.01,-27.3,-55.85,5,25000,5,,0,,0,Itapúa,Encarnación
0.01,-27.3,-55.87,18,72000,18,536,8,,0,Itapúa,Encarnación
0.01,-27.31,-55.87,26,76000,26,483,10,,3,Itapúa,Encarnación
0.01,-27.31,-55.86,7,84000,7,,0,,0,Itapúa,Encarnación
0.01,-27.31,-55.85,17,110000,17,,3,,0,Itapúa,Encarnación
0.01,-27.31,-55.84,9,121000,9,,1,,0,Itapúa,Encarnación
0.01,-27.3,-55.84,7,65000,7,,4,,0,Itapúa,Encarnación
0.01,-27.3,-55.81,8,11000,8,,0,,0,Itapúa,Cambyretá
0.01,-27.34,-55.78,10,18000,10,,0,,0,Itapúa,Cambyretá
0.01,-27.36,-55.76,6,108000,6,,3,,0,Itapúa,Cambyretá
0.01,-27.35,-55.82,11,72000,11,1120,6,,0,Itapúa,Cambyretá
0.01,-27.35,-55.84,13,25000,13,,2,,0,Itapúa,Cambyretá
0.01,-27.35,-55.83,14,66000,14,,4,,0,Itapúa,Cambyretá
0.01,-27.37,-55.83,17,44000,17,627,5,,0,Itapúa,Encarnación
0.01,-27.37,-55.84,24,65000,24,759,7,,0,Itapúa,Encarnación
0.01,-27.36,-55.85,17,220000,17,,2,,2,Itapúa,Encarnación
0.01,-27.37,-55.85,11,33000,11,,0,,0,Itapúa,Encarnación
0.01,-27.36,-55.86,5,93000,5,,3,,0,Itapúa,Encarnación
0.01,-27.35,-55.86,32,130000,32,715,10,1717,5,Itapúa,Encarnación
0.01,-27.35,-55.87,13,194000,13,,0,,3,Itapúa,Encarnación
0.01,-27.34,-55.87,18,201000,16,1400,5,,2,Itapúa,Encarnación
0.01,-27.34,-55.86,49,200000,49,1100,16,,4,Itapúa,Encarnación
0.01,-27.33,-55.87,86,158000,85,1235,13,1765,19,Itapúa,Encarnación
0.01,-27.33,-55.86,29,230000,29,896,14,,3,Itapúa,Encarnación
0.01,-27.33,-55.85,25,100000,25,1116,6,,0,Itapúa,Cambyretá
0.01,-27.34,-55.85,22,220000,21,869,8,,0,Itapúa,Cambyretá
0.01,-27.34,-55.84,25,90000,25,826,14,,0,Itapúa,Cambyretá
0.01,-27.34,-55.83,23,102000,22,,3,,0,Itapúa,Cambyretá
0.01,-27.34,-55.82,8,72000,8,,3,,0,Itapúa,Cambyretá
0.01,-27.33,-55.84,10,100000,10,1017,6,,0,Itapúa,Cambyretá
0.01,-27.32,-55.82,6,198000,6,,0,,0,Itapúa,Encarnación
0.01,-27.32,-55.83,9,19000,9,,1,,0,Itapúa,Encarnación
0.01,-27.32,-55.84,7,19000,7,,0,,0,Itapúa,Encarnación
0.01,-27.32,-55.87,30,151000,30,,3,2021,5,Itapúa,Encarnación
0.01,-27.32,-55.86,11,152000,11,,3,,0,Itapúa,Encarnación
0.01,-27.32,-55.89,16,81000,16,,2,,4,Itapúa,Encarnación
0.01,-27.32,-55.88,27,118000,27,,4,,1,Itapúa,Encarnación
0.01,-27.32,-55.98,5,130000,5,,0,,0,Itapúa,San Juan del Paraná
0.01,-27.32,-56,5,140000,5,,0,,0,Itapúa,San Juan del Paraná
0.01,-27.31,-55.99,10,437000,10,1656,6,,0,Itapúa,San Juan del Paraná
0.01,-27.31,-55.98,11,95000,11,,3,,0,Itapúa,San Juan del Paraná
0.01,-27.3,-55.99,11,130000,11,,2,,0,Itapúa,San Juan del Paraná
0.01,-27.29,-55.96,9,17000,9,,1,,0,Itapúa,San Juan del Paraná
0.01,-27.29,-55.94,8,16000,8,,0,,0,Itapúa,Encarnación
0.01,-27.29,-55.95,5,19000,5,,0,,0,Itapúa,San Juan del Paraná
0.01,-27.3,-55.94,5,29000,5,,0,,0,Itapúa,San Juan del Paraná
0.01,-27.3,-55.95,10,28000,10,,1,,0,Itapúa,San Juan del Paraná
0.01,-27.3,-55.96,13,17000,13,,2,,0,Itapúa,San Juan del Paraná
0.01,-27.31,-55.96,5,34000,5,,0,,0,Itapúa,San Juan del Paraná
0.01,-27.3,-55.93,7,16000,7,,2,,0,Itapúa,Encarnación
0.01,-27.31,-55.9,10,102000,10,,1,,0,Itapúa,Encarnación
0.01,-27.31,-55.89,26,110000,26,680,13,,0,Itapúa,Encarnación
0.01,-27.31,-55.88,25,70000,25,506,5,,1,Itapúa,Encarnación
0.01,-27.3,-55.88,14,85000,14,,3,,0,Itapúa,Encarnación
0.01,-27.3,-55.89,8,65000,8,,2,,0,Itapúa,Encarnación
0.01,-27.29,-55.93,6,78000,6,,2,,0,Itapúa,Encarnación
0.01,-27.28,-55.92,6,21000,6,,0,,0,Itapúa,Encarnación
0.01,-27.25,-55.82,7,21000,7,,0,,0,Itapúa,Encarnación
0.01,-27.23,-55.81,5,35000,5,,2,,0,Itapúa,Capitán Miranda
0.01,-27.22,-55.8,21,19000,21,,0,,0,Itapúa,Capitán Miranda
0.01,-27.21,-55.8,9,34000,9,,0,,0,Itapúa,Capitán Miranda
0.01,-27.19,-55.79,27,17000,27,,0,,0,Itapúa,Capitán Miranda
0.01,-27.08,-55.64,6,61000,6,,0,,0,Itapúa,
0.01,-27.07,-55.65,13,40000,13,,3,,0,Itapúa,
0.01,-27.04,-55.64,5,27000,5,,0,,0,Itapúa,
0.01,-27.05,-55.64,6,71000,6,616,5,,0,Itapúa,
0.01,-27.05,-55.62,6,70000,6,,2,,0,Itapúa,
0.01,-27.13,-55.71,16,42000,5,,0,,0,Itapúa,
0.01,-26.76,-55.14,6,62000,6,,2,,0,Itapúa,
0.01,-25.78,-55.08,8,164000,8,,3,,0,Alto Paraná,
0.01,-25.79,-55.08,6,538000,6,,2,,0,Alto Paraná,
0.01,-25.79,-55.09,6,190000,6,,1,,0,Alto Paraná,
0.01,-25.79,-55.1,16,31000,16,,1,,0,Alto Paraná,
0.01,-25.8,-55.09,6,153000,6,,3,,0,Alto Paraná,
0.01,-25.55,-54.61,7,86000,6,,1,,0,Alto Paraná,Presidente Franco
0.01,-25.55,-54.62,9,160000,9,,2,,0,Alto Paraná,Presidente Franco
0.01,-25.53,-54.62,5,219000,5,,2,,0,Alto Paraná,Ciudad del Este
0.01,-25.53,-54.61,10,178000,10,,2,,0,Alto Paraná,Ciudad del Este
0.01,-25.52,-54.62,17,129000,17,,2,1479,6,Alto Paraná,Ciudad del Este
0.01,-25.52,-54.61,6,57000,6,,1,,0,Alto Paraná,Ciudad del Este
0.01,-25.51,-54.61,8,675000,8,,0,,1,Alto Paraná,Ciudad del Este
0.01,-25.51,-54.62,6,137000,6,,0,,1,Alto Paraná,Ciudad del Este
0.01,-25.51,-54.65,7,155000,7,,3,,0,Alto Paraná,Ciudad del Este
0.01,-25.51,-54.64,18,90000,15,,2,,2,Alto Paraná,Ciudad del Este
0.01,-25.52,-54.64,6,205000,5,,1,,0,Alto Paraná,Ciudad del Este
0.01,-25.53,-54.63,7,175000,7,,1,,3,Alto Paraná,Ciudad del Este
0.01,-25.52,-54.65,5,276000,5,,3,,0,Alto Paraná,Ciudad del Este
0.01,-25.52,-54.67,6,,4,,2,,0,Alto Paraná,Ciudad del Este
0.01,-25.51,-54.68,11,118000,11,,2,,1,Alto Paraná,Ciudad del Este
0.01,-25.51,-54.66,5,170000,5,,1,,0,Alto Paraná,Ciudad del Este
0.01,-25.51,-54.67,6,130000,5,,2,,0,Alto Paraná,Ciudad del Este
0.01,-25.52,-54.69,6,97000,6,,0,,0,Alto Paraná,Ciudad del Este
0.01,-25.54,-54.63,7,550000,7,,1,,0,Alto Paraná,Ciudad del Este
0.01,-25.55,-54.63,6,158000,6,,3,,0,Alto Paraná,Presidente Franco
0.01,-25.55,-54.65,5,49000,5,,3,,0,Alto Paraná,Presidente Franco
0.01,-25.57,-54.65,16,48000,16,852,12,,0,Alto Paraná,Presidente Franco
0.01,-25.57,-54.67,7,150000,7,,0,,0,Alto Paraná,Presidente Franco
0.01,-25.58,-54.6,7,1723000,7,,0,,0,Alto Paraná,Presidente Franco
0.01,-25.57,-54.6,9,115000,9,,0,,0,Alto Paraná,Presidente Franco
0.01,-25.53,-54.83,6,105000,6,,0,,0,Alto Paraná,Minga Guazú
0.01,-25.37,-54.66,5,42000,5,,2,,0,Alto Paraná,Hernandarias
0.01,-25.37,-54.65,7,67000,7,,3,,0,Alto Paraná,Hernandarias
0.01,-25.34,-54.63,6,87000,6,,0,,2,Alto Paraná,Hernandarias
0.01,-25.38,-54.65,13,46000,11,293,5,,0,Alto Paraná,Hernandarias
0.01,-25.4,-54.65,5,,4,,1,,0,Alto Paraná,Hernandarias
0.01,-25.42,-54.65,6,22000,6,,1,,0,Alto Paraná,Hernandarias
0.01,-25.41,-54.64,16,50000,16,,3,,0,Alto Paraná,Hernandarias
0.01,-25.41,-54.63,10,100000,9,,4,,0,Alto Paraná,Hernandarias
0.01,-25.48,-54.75,6,24000,6,,0,,0,Alto Paraná,Minga Guazú
0.01,-25.49,-54.73,5,24000,5,,2,,0,Alto Paraná,Minga Guazú
0.01,-25.5,-54.7,8,72000,8,,0,,0,Alto Paraná,Ciudad del Este
0.01,-25.5,-54.68,13,73000,13,,1,1205,5,Alto Paraná,Ciudad del Este
0.01,-25.5,-54.67,12,119000,12,764,6,,1,Alto Paraná,Ciudad del Este
0.01,-25.5,-54.66,9,200000,9,,2,,0,Alto Paraná,Ciudad del Este
0.01,-25.49,-54.68,11,59000,11,,1,,0,Alto Paraná,Ciudad del Este
0.01,-25.48,-54.65,5,110000,5,,1,,0,Alto Paraná,Ciudad del Este
0.01,-25.47,-54.65,8,90000,8,,0,,0,Alto Paraná,Ciudad del Este
0.01,-25.47,-54.64,5,150000,5,,1,,0,Alto Paraná,Ciudad del Este
0.01,-25.5,-54.63,6,165000,6,,0,,0,Alto Paraná,Ciudad del Este
0.01,-25.41,-55.37,10,70000,10,,0,,0,Alto Paraná,
0.01,-22.61,-59.9,5,9000,5,,0,,0,Boquerón,Loma Plata
0.01,-22.35,-60.04,5,45000,5,,2,,0,Boquerón,
0.01,-22.36,-60.03,7,129000,7,,1,,0,Boquerón,
0.01,-22.36,-60.02,6,154000,6,,4,,0,Boquerón,
0.01,-22.38,-60.03,7,51000,7,,2,,0,Boquerón,
0.01,-22.39,-60.03,14,35000,14,,2,,0,Boquerón,
0.01,-22.4,-60.03,5,39000,5,,3,,0,Boquerón,
0.01,-22.47,-60.03,6,61000,6,,0,,0,Boquerón,
0.01,-22.04,-60.62,7,,4,,1,,0,Asunción,
0.05,-25,-57.55,7,165000,7,,0,,0,Presidente Hayes,
0.05,-24.65,-56.45,11,118000,10,,1,,0,San Pedro,
0.05,-25.45,-56.45,16,122000,16,,3,,0,Caaguazú,
0.05,-25.45,-56.85,15,117000,15,,4,,0,Cordillera,
0.05,-25.4,-56.95,19,60000,18,,1,,0,Cordillera,
0.05,-25.15,-56.95,8,25000,8,,0,,0,Cordillera,
0.05,-25.25,-56.85,5,64000,5,,0,,0,Cordillera,
0.05,-25.05,-57.1,21,31000,21,,0,,0,Cordillera,
0.05,-25.25,-57.1,6,150000,6,,0,,0,Cordillera,
0.05,-25.25,-57.25,78,31000,78,632,8,,1,Cordillera,Altos
0.05,-25.2,-57.2,5,51000,5,,0,,0,Cordillera,
0.05,-25.2,-57.25,12,48000,12,,2,,0,Cordillera,
0.05,-25.15,-57.35,7,30000,7,,0,,1,Cordillera,
0.05,-25.2,-57.3,29,65000,28,,1,,1,Cordillera,
0.05,-25.25,-57.3,65,76000,65,,3,,0,Cordillera,San Bernardino
0.05,-25.25,-57.35,5,45000,5,,0,,0,Cordillera,San Bernardino
0.05,-25.2,-57.4,14,30000,14,,1,,0,Central,Luque
0.05,-25.25,-57.4,20,53000,16,743,5,,0,Central,Luque
0.05,-25.25,-57.45,286,62000,224,895,102,,0,Central,Luque
0.05,-25.25,-57.5,596,125000,458,982,170,1227,23,Central,Luque
0.05,-25.2,-57.45,138,55000,96,783,44,,0,Central,Limpio
0.05,-25.2,-57.5,308,134000,216,900,65,1383,8,Central,Mariano Roque Alonso
0.05,-25.15,-57.45,73,78000,49,658,13,,0,Central,Limpio
0.05,-25.15,-57.5,185,76000,123,750,24,,1,Central,Limpio
0.05,-25.1,-57.5,28,81000,20,,3,,0,Central,Limpio
0.05,-25.1,-57.35,23,30000,23,,1,,0,Cordillera,
0.05,-25.05,-57.55,5,303000,5,,0,,0,Presidente Hayes,Villa Hayes
0.05,-25.1,-57.55,44,162000,40,,3,,1,Presidente Hayes,Villa Hayes
0.05,-25.25,-57.7,36,25000,26,,0,,0,Presidente Hayes,
0.05,-25.25,-57.65,34,60000,15,,0,,0,Central,Nueva Asunción
0.05,-25.2,-57.65,19,146000,10,,3,,0,Central,Nueva Asunción
0.05,-25.2,-57.7,14,25000,13,,0,,0,Presidente Hayes,
0.05,-25.15,-57.55,13,226000,11,,1,,0,Presidente Hayes,Villa Hayes
0.05,-25.2,-57.55,165,102000,128,584,31,,1,Central,Mariano Roque Alonso
0.05,-25.2,-57.6,63,63000,51,,0,,0,Presidente Hayes,Villa Hayes
0.05,-25.25,-57.6,368,200000,211,882,37,1790,55,Asunción,
0.05,-25.25,-57.55,838,160000,425,1250,77,1955,111,Asunción,
0.05,-25.3,-57.6,2369,170000,1197,933,219,1704,302,Asunción,
0.05,-25.3,-57.55,2577,169000,1494,980,215,1913,354,Asunción,
0.05,-25.35,-57.55,421,127000,279,788,102,1006,10,Central,Fernando de la Mora
0.05,-25.35,-57.6,656,132000,384,703,149,1091,9,Central,Lambaré
0.05,-25.35,-57.65,317,148000,186,792,60,1225,15,Central,Lambaré
0.05,-25.3,-57.65,877,135000,419,564,100,1320,41,Asunción,
0.05,-25.4,-57.6,216,67000,96,774,31,,3,Central,Villa Elisa
0.05,-25.4,-57.55,464,67000,201,620,78,,2,Central,Ñemby
0.05,-25.45,-57.55,216,42000,89,759,17,,1,Central,Ypané
0.05,-25.5,-57.55,102,64000,25,676,6,,0,Central,Villeta
0.05,-25.5,-57.5,53,36000,22,,4,,0,Central,Villeta
0.05,-25.5,-57.45,29,39000,23,,2,,0,Central,
0.05,-25.45,-57.5,161,45000,66,536,15,,0,Central,Ypané
0.05,-25.45,-57.45,126,34000,41,503,10,,0,Central,Julián Augusto Saldívar
0.05,-25.45,-57.4,29,34000,15,,1,,0,Central,Julián Augusto Saldívar
0.05,-25.5,-57.4,33,42000,17,,4,,0,Central,Itá
0.05,-25.5,-57.35,78,34000,26,647,5,,0,Central,Itá
0.05,-25.45,-57.3,25,39000,12,,0,,0,Central,Itauguá
0.05,-25.45,-57.35,52,19000,42,727,8,,0,Central,Itauguá
0.05,-25.4,-57.3,150,58000,62,699,11,,0,Central,Ypacaraí
0.05,-25.4,-57.35,200,49000,121,690,33,,1,Central,Itauguá
0.05,-25.4,-57.4,91,42000,37,443,9,,0,Central,Itauguá
0.05,-25.4,-57.5,208,56000,128,598,53,,0,Central,San Lorenzo
0.05,-25.4,-57.45,166,47000,84,687,37,,0,Central,Capiatá
0.05,-25.35,-57.5,350,123000,253,719,104,,3,Central,San Lorenzo
0.05,-25.35,-57.45,213,67000,122,591,62,,1,Central,Capiatá
0.05,-25.35,-57.4,169,40000,99,488,26,,0,Central,Areguá
0.05,-25.3,-57.5,459,116000,364,777,114,1177,23,Central,Luque
0.05,-25.3,-57.45,194,75000,130,769,49,,0,Central,Luque
0.05,-25.3,-57.4,132,47000,68,764,14,,0,Central,Areguá
0.05,-25.3,-57.35,25,67000,11,,2,,0,Central,Areguá
0.05,-25.3,-57.3,126,124000,125,992,35,,4,Cordillera,San Bernardino
0.05,-25.35,-57.35,57,46000,31,640,6,,0,Central,Itauguá
0.05,-25.35,-57.3,93,68000,54,844,18,,0,Central,Ypacaraí
0.05,-25.35,-57.25,134,63000,123,924,32,,0,Cordillera,San Bernardino
0.05,-25.35,-57.2,40,75000,28,675,5,,0,Central,Ypacaraí
0.05,-25.35,-57.15,27,29000,27,,1,,0,Cordillera,Caacupé
0.05,-25.3,-57.25,116,125000,115,1114,21,2632,5,Cordillera,San Bernardino
0.05,-25.3,-57.2,11,47000,11,,2,,0,Cordillera,
0.05,-25.3,-57.15,19,27000,19,,2,,0,Cordillera,
0.05,-25.35,-57.1,15,19000,15,,0,,0,Cordillera,Caacupé
0.05,-25.35,-57.05,7,30000,7,,0,,0,Cordillera,Caacupé
0.05,-25.4,-57.05,11,30000,11,,1,,0,Cordillera,
0.05,-25.4,-57.1,12,63000,12,,0,,1,Cordillera,Caacupé
0.05,-25.4,-57.15,89,65000,87,465,21,,1,Cordillera,Caacupé
0.05,-25.4,-57.25,47,25000,28,,3,,0,Central,Ypacaraí
0.05,-25.4,-57.2,12,13000,8,,0,,0,Central,Ypacaraí
0.05,-25.45,-57.2,6,11000,6,,0,,0,Central,
0.05,-25.45,-57.05,34,22000,34,494,6,,0,Cordillera,
0.05,-25.55,-57.05,6,102000,6,,0,,0,Cordillera,
0.05,-25.6,-57.2,5,19000,5,,0,,0,Paraguarí,
0.05,-25.6,-57.15,14,110000,13,,2,,0,Paraguarí,
0.05,-25.6,-57.1,6,66000,6,,3,,0,Paraguarí,
0.05,-25.65,-57.15,8,135000,7,,4,,0,Paraguarí,
0.05,-25.65,-57.45,8,,1,,0,,0,Central,Nueva Italia
0.05,-25.65,-57.5,16,,3,,0,,0,Central,Nueva Italia
0.05,-25.6,-57.45,26,,4,,1,,0,Central,Nueva Italia
0.05,-25.6,-57.5,18,,4,,0,,0,Central,Nueva Italia
0.05,-25.55,-57.35,13,101000,9,,0,,0,Central,Itá
0.05,-25.55,-57.3,18,50000,17,,1,,0,Paraguarí,
0.05,-25.55,-57.4,6,,0,,0,,0,Central,Itá
0.05,-25.55,-57.5,19,20000,8,,0,,0,Central,Villeta
0.05,-25.55,-57.55,11,147000,6,,1,,0,Central,Villeta
0.05,-25.6,-57.6,10,,1,,0,,0,Central,Villeta
0.05,-25.95,-57.25,5,7000,5,,1,,0,Paraguarí,
0.05,-26,-57,6,111000,6,,1,,0,Paraguarí,
0.05,-25.6,-56.85,6,297000,6,,1,,0,Cordillera,
0.05,-25.7,-56.45,18,32000,18,,0,,0,Guairá,
0.05,-25.7,-56.4,6,,2,,0,,0,Guairá,
0.05,-25.8,-56.45,12,64000,8,,2,,0,Guairá,
0.05,-26.2,-56.35,9,98000,9,,3,,0,Caazapá,
0.05,-26.8,-56.25,10,6000,10,,0,,0,Itapúa,
0.05,-26.85,-57,5,59000,5,,1,,0,Misiones,
0.05,-26.65,-57.15,9,84000,9,,1,,0,Misiones,
0.05,-26.9,-57.05,17,30000,17,,4,,0,Misiones,
0.05,-26.4,-57.1,7,57000,7,,2,,0,Misiones,
0.05,-26.4,-57.15,5,65000,5,,2,,0,Misiones,
0.05,-27.15,-56.25,17,66000,14,,2,,0,Itapúa,
0.05,-27.2,-56.15,20,42000,20,475,5,,0,Itapúa,
0.05,-27.25,-56.2,7,54000,7,,2,,0,Itapúa,
0.05,-27.4,-55.85,18,51000,18,,1,,0,Itapúa,Encarnación
0.05,-27.4,-55.8,36,52000,36,,4,,1,Itapúa,Encarnación
0.05,-27.45,-55.8,5,81000,5,,0,,0,Itapúa,Encarnación
0.05,-27.4,-55.75,6,117000,6,,0,,0,Itapúa,Cambyretá
0.05,-27.35,-55.75,12,249000,12,,3,,0,Itapúa,Cambyretá
0.05,-27.3,-55.85,176,85000,176,569,41,1537,8,Itapúa,Encarnación
0.05,-27.3,-55.8,50,30000,50,403,9,,0,Itapúa,Cambyretá
0.05,-27.35,-55.8,50,39000,50,1120,9,,0,Itapúa,Cambyretá
0.05,-27.35,-55.85,444,130000,438,833,122,1659,38,Itapúa,Encarnación
0.05,-27.3,-56,54,130000,54,1331,16,,0,Itapúa,San Juan del Paraná
0.05,-27.3,-55.95,76,24000,76,430,8,,0,Itapúa,San Juan del Paraná
0.05,-27.3,-55.9,143,82000,143,690,31,1455,6,Itapúa,Encarnación
0.05,-27.25,-56,7,101000,7,,0,,0,Itapúa,San Juan del Paraná
0.05,-27.25,-55.95,13,23000,13,,1,,0,Itapúa,Encarnación
0.05,-27.2,-56,5,86000,5,,1,,0,Itapúa,Encarnación
0.05,-27.25,-55.9,6,80000,6,,0,,0,Itapúa,Encarnación
0.05,-27.25,-55.85,5,11000,5,,0,,0,Itapúa,Encarnación
0.05,-27.25,-55.8,28,52000,28,754,6,,1,Itapúa,Capitán Miranda
0.05,-27.2,-55.8,74,21000,74,,4,,0,Itapúa,Capitán Miranda
0.05,-27.15,-55.8,5,110000,5,,0,,0,Itapúa,Capitán Miranda
0.05,-27.1,-56,23,45000,23,,4,,0,Itapúa,
0.05,-27.1,-55.65,17,65000,17,,1,,0,Itapúa,
0.05,-27.05,-55.65,38,46000,38,591,12,,0,Itapúa,
0.05,-27.05,-55.6,18,78000,18,,3,,0,Itapúa,
0.05,-27.05,-55.55,8,33000,6,,0,,0,Itapúa,
0.05,-27.15,-55.7,20,70000,9,,0,,0,Itapúa,
0.05,-27.2,-55.75,7,75000,7,,1,,0,Itapúa,Capitán Miranda
0.05,-26.75,-55.15,6,62000,6,,2,,0,Itapúa,
0.05,-26.5,-55.3,5,24000,5,,0,,0,Itapúa,
0.05,-26.5,-55.25,7,200000,6,,2,,0,Itapúa,
0.05,-25.75,-55.05,13,55000,13,,3,,0,Alto Paraná,
0.05,-25.8,-55.1,54,120000,53,817,15,,1,Alto Paraná,
0.05,-25.55,-54.6,58,120000,57,666,14,,0,Alto Paraná,Presidente Franco
0.05,-25.55,-54.75,7,30000,7,,0,,0,Alto Paraná,Minga Guazú
0.05,-25.55,-54.7,13,93000,13,,3,,0,Alto Paraná,Ciudad del Este
0.05,-25.55,-54.65,73,72000,73,828,25,,3,Alto Paraná,Presidente Franco
0.05,-25.6,-54.6,8,959000,8,,0,,0,Alto Paraná,Presidente Franco
0.05,-25.65,-55,6,64000,6,,1,,0,Alto Paraná,
0.05,-25.55,-54.85,6,105000,6,,0,,0,Alto Paraná,Minga Guazú
0.05,-25.5,-54.85,8,27000,8,,0,,0,Alto Paraná,Minga Guazú
0.05,-25.5,-54.8,14,39000,14,,1,,0,Alto Paraná,Minga Guazú
0.05,-25.35,-54.65,23,70000,23,562,5,,2,Alto Paraná,Hernandarias
0.05,-25.3,-54.55,6,42000,6,,1,,0,Alto Paraná,Hernandarias
0.05,-25.4,-54.65,68,67000,63,450,18,,0,Alto Paraná,Hernandarias
0.05,-25.45,-54.65,29,90000,29,418,6,,0,Alto Paraná,Ciudad del Este
0.05,-25.45,-54.7,17,53000,16,,4,,0,Alto Paraná,Ciudad del Este
0.05,-25.45,-54.75,9,26000,9,,0,,0,Alto Paraná,Minga Guazú
0.05,-25.5,-54.75,35,34000,35,519,5,,0,Alto Paraná,Minga Guazú
0.05,-25.5,-54.7,79,74000,79,540,13,1253,6,Alto Paraná,Ciudad del Este
0.05,-25.5,-54.65,108,130000,101,862,32,,3,Alto Paraná,Ciudad del Este
0.05,-25.5,-54.6,47,134000,46,1305,6,1236,8,Alto Paraná,Ciudad del Este
0.05,-25.4,-55.35,11,62000,11,,1,,0,Alto Paraná,
0.05,-25.35,-55.7,7,,3,,0,,0,Caaguazú,
0.05,-25.4,-55.85,6,68000,5,,0,,0,Caaguazú,
0.05,-25.45,-56,16,84000,15,515,6,,0,Caaguazú,
0.05,-24.25,-54.75,5,97000,5,,0,,0,Canindeyú,
0.05,-24.05,-54.3,8,110000,8,,0,,0,Canindeyú,
0.05,-22.55,-55.75,5,,3,,0,,0,Amambay,
0.05,-23.45,-57.25,9,40000,8,,4,,0,Concepción,
0.05,-22.6,-59.9,5,9000,5,,0,,0,Boquerón,Loma Plata
0.05,-22.55,-59.85,7,22000,7,,1,,0,Boquerón,Loma Plata
0.05,-22.4,-59.85,13,56000,13,,3,,0,Boquerón,Loma Plata
0.05,-22.35,-60,14,120000,14,565,7,,0,Boquerón,
0.05,-22.35,-59.85,5,30000,5,,0,,0,Boquerón,Loma Plata
0.05,-22.35,-60.05,19,99000,19,811,5,,0,Boquerón,
0.05,-22.4,-60.05,26,40000,26,646,7,,0,Boquerón,
0.05,-22.45,-60.05,8,61000,8,,0,,0,Boquerón,
0.05,-22.05,-60.6,9,2877000,5,,1,,0,Asunción,
0.25,-25,-57.5,90,150000,78,645,6,,1,Presidente Hayes,Villa Hayes
0.25,-25,-57.25,35,56000,35,,1,,0,Cordillera,
0.25,-24.75,-56.5,15,120000,13,,1,,0,San Pedro,
0.25,-25,-57,25,42000,25,,0,,0,Cordillera,
0.25,-25.5,-56.5,24,262000,24,,3,,0,Caaguazú,
0.25,-25.5,-56.75,29,143000,29,506,5,,0,Cordillera,
0.25,-25.5,-57,111,51000,109,579,14,,1,Cordillera,
0.25,-25.25,-57,44,34000,44,,0,,0,Cordillera,Caacupé
0.25,-25.25,-56.75,9,67000,9,,0,,0,Cordillera,
0.25,-25.25,-57.25,861,74000,756,928,139,2047,12,Cordillera,San Bernardino
0.25,-25.25,-57.5,10607,133000,6412,867,1624,1779,901,Asunción,
0.25,-25.25,-57.75,1303,135000,675,655,163,1269,56,Asunción,
0.25,-25.5,-57.5,1990,56000,869,628,269,665,6,Central,Ñemby
0.25,-25.5,-57.25,730,47000,453,597,84,,2,Central,Itauguá
0.25,-25.75,-57.25,12,132000,10,433,5,,0,Paraguarí,
0.25,-25.75,-57.5,25,,4,,0,,0,Central,Nueva Italia
0.25,-26,-57.75,5,,3,,0,,0,Ñeembucú,
0.25,-26,-57.25,8,30000,8,,1,,0,Paraguarí,
0.25,-26,-57,13,143000,13,,2,,0,Paraguarí,
0.25,-26,-56.75,5,,3,,0,,0,Paraguarí,
0.25,-25.75,-57,6,128000,5,,0,,0,Paraguarí,
0.25,-25.75,-56.5,43,38000,34,,2,,0,Guairá,
0.25,-25.75,-56.25,11,53000,6,,1,,0,Guairá,
0.25,-26.25,-56.25,13,98000,13,,3,,0,Caazapá,
0.25,-26.5,-57,10,57000,8,,2,,0,Misiones,
0.25,-26.75,-56.25,13,8000,13,,0,,0,Itapúa,
0.25,-27,-57,22,30000,22,505,5,,0,Misiones,
0.25,-26.75,-57,12,59000,12,,1,,0,Misiones,
0.25,-26.75,-57.25,10,97000,10,,1,,0,Misiones,
0.25,-26.5,-57.25,5,65000,5,,2,,0,Misiones,
0.25,-26.25,-57.25,5,30000,5,,0,,0,Paraguarí,
0.25,-26.75,-58.25,7,150000,7,,1,,0,Ñeembucú,
0.25,-27.5,-56.75,5,100000,5,,2,,0,Misiones,
0.25,-27.25,-56.25,54,54000,51,475,9,,0,Itapúa,
0.25,-27.5,-55.75,71,64000,71,625,5,,1,Itapúa,Encarnación
0.25,-27.25,-56,312,76000,312,841,57,1455,6,Itapúa,Encarnación
0.25,-27.25,-55.75,882,84000,865,737,196,1623,47,Itapúa,Encarnación
0.25,-26.75,-55.5,5,210000,5,,0,,0,Itapúa,
0.25,-26.75,-55.25,11,59000,11,,3,,0,Itapúa,
0.25,-27,-55.5,29,71000,27,,4,,0,Itapúa,
0.25,-27,-55.75,61,64000,61,587,14,,0,Itapúa,
0.25,-27,-56,30,54000,30,600,7,,0,Itapúa,
0.25,-26.5,-55.25,15,76000,14,,3,,0,Itapúa,
0.25,-26,-56,6,126000,5,,0,,0,Caazapá,
0.25,-25.75,-55,83,100000,82,740,22,,1,Alto Paraná,
